Filename,Time (ps),LJ Energy (kJ/mol),Distance (nm)
dhdl_modified_512.xvg,0.0,2949.956055,0.512
dhdl_modified_513.xvg,0.0,2881.061035,0.513
dhdl_modified_514.xvg,0.0,2813.898438,0.514
dhdl_modified_515.xvg,0.0,2748.417236,0.515
dhdl_modified_516.xvg,0.0,2684.57251,0.516
dhdl_modified_517.xvg,0.0,2622.316895,0.517
dhdl_modified_518.xvg,0.0,2561.608643,0.518
dhdl_modified_519.xvg,0.0,2502.415527,0.519
dhdl_modified_520.xvg,0.0,2444.686768,0.52
dhdl_modified_521.xvg,0.0,2388.388428,0.521
dhdl_modified_522.xvg,0.0,2333.482666,0.522
dhdl_modified_523.xvg,0.0,2279.93042,0.523
dhdl_modified_524.xvg,0.0,2227.694092,0.524
dhdl_modified_525.xvg,0.0,2176.743408,0.525
dhdl_modified_526.xvg,0.0,2127.045166,0.526
dhdl_modified_527.xvg,0.0,2078.556152,0.527
dhdl_modified_528.xvg,0.0,2031.259277,0.528
dhdl_modified_529.xvg,0.0,1985.115723,0.529
dhdl_modified_530.xvg,0.0,1940.094849,0.53
dhdl_modified_531.xvg,0.0,1896.166382,0.531
dhdl_modified_532.xvg,0.0,1853.306885,0.532
dhdl_modified_533.xvg,0.0,1811.48291,0.533
dhdl_modified_534.xvg,0.0,1770.672363,0.534
dhdl_modified_535.xvg,0.0,1730.848877,0.535
dhdl_modified_536.xvg,0.0,1691.978271,0.536
dhdl_modified_537.xvg,0.0,1654.047119,0.537
dhdl_modified_538.xvg,0.0,1617.026489,0.538
dhdl_modified_539.xvg,0.0,1580.893555,0.539
dhdl_modified_540.xvg,0.0,1545.624512,0.54
dhdl_modified_541.xvg,0.0,1511.194946,0.541
dhdl_modified_542.xvg,0.0,1477.589355,0.542
dhdl_modified_543.xvg,0.0,1444.78186,0.543
dhdl_modified_544.xvg,0.0,1412.755005,0.544
dhdl_modified_545.xvg,0.0,1381.486572,0.545
dhdl_modified_546.xvg,0.0,1350.958008,0.546
dhdl_modified_547.xvg,0.0,1321.151611,0.547
dhdl_modified_548.xvg,0.0,1292.049927,0.548
dhdl_modified_549.xvg,0.0,1263.631592,0.549
dhdl_modified_550.xvg,0.0,1235.882202,0.55
dhdl_modified_551.xvg,0.0,1208.781738,0.551
dhdl_modified_552.xvg,0.0,1182.31958,0.552
dhdl_modified_553.xvg,0.0,1156.473511,0.553
dhdl_modified_554.xvg,0.0,1131.233521,0.554
dhdl_modified_555.xvg,0.0,1106.578857,0.555
dhdl_modified_556.xvg,0.0,1082.500366,0.556
dhdl_modified_557.xvg,0.0,1058.980957,0.557
dhdl_modified_558.xvg,0.0,1036.005615,0.558
dhdl_modified_559.xvg,0.0,1013.562866,0.559
dhdl_modified_560.xvg,0.0,991.638733,0.56
dhdl_modified_561.xvg,0.0,970.219849,0.561
dhdl_modified_562.xvg,0.0,949.295776,0.562
dhdl_modified_563.xvg,0.0,928.85144,0.563
dhdl_modified_564.xvg,0.0,908.876465,0.564
dhdl_modified_565.xvg,0.0,889.358582,0.565
dhdl_modified_566.xvg,0.0,870.289368,0.566
dhdl_modified_567.xvg,0.0,851.655396,0.567
dhdl_modified_568.xvg,0.0,833.444702,0.568
dhdl_modified_569.xvg,0.0,815.650024,0.569
dhdl_modified_570.xvg,0.0,798.259644,0.57
dhdl_modified_571.xvg,0.0,781.262756,0.571
dhdl_modified_572.xvg,0.0,764.652466,0.572
dhdl_modified_573.xvg,0.0,748.417358,0.573
dhdl_modified_574.xvg,0.0,732.547974,0.574
dhdl_modified_575.xvg,0.0,717.037415,0.575
dhdl_modified_576.xvg,0.0,701.875671,0.576
dhdl_modified_577.xvg,0.0,687.054626,0.577
dhdl_modified_578.xvg,0.0,672.56488,0.578
dhdl_modified_579.xvg,0.0,658.401367,0.579
dhdl_modified_580.xvg,0.0,644.553528,0.58
dhdl_modified_581.xvg,0.0,631.015808,0.581
dhdl_modified_582.xvg,0.0,617.777771,0.582
dhdl_modified_583.xvg,0.0,604.835938,0.583
dhdl_modified_584.xvg,0.0,592.181946,0.584
dhdl_modified_585.xvg,0.0,579.808594,0.585
dhdl_modified_586.xvg,0.0,567.70874,0.586
dhdl_modified_587.xvg,0.0,555.874939,0.587
dhdl_modified_588.xvg,0.0,544.305054,0.588
dhdl_modified_589.xvg,0.0,532.989258,0.589
dhdl_modified_590.xvg,0.0,521.922546,0.59
dhdl_modified_591.xvg,0.0,511.098999,0.591
dhdl_modified_592.xvg,0.0,500.51178,0.592
dhdl_modified_593.xvg,0.0,490.157715,0.593
dhdl_modified_594.xvg,0.0,480.029755,0.594
dhdl_modified_595.xvg,0.0,470.122986,0.595
dhdl_modified_596.xvg,0.0,460.431335,0.596
dhdl_modified_597.xvg,0.0,450.951843,0.597
dhdl_modified_598.xvg,0.0,441.678284,0.598
dhdl_modified_599.xvg,0.0,432.606018,0.599
dhdl_modified_600.xvg,0.0,423.730316,0.6
dhdl_modified_601.xvg,0.0,415.045715,0.601
dhdl_modified_602.xvg,0.0,406.548737,0.602
dhdl_modified_603.xvg,0.0,398.235718,0.603
dhdl_modified_604.xvg,0.0,390.102325,0.604
dhdl_modified_605.xvg,0.0,382.142944,0.605
dhdl_modified_606.xvg,0.0,374.354126,0.606
dhdl_modified_607.xvg,0.0,366.733063,0.607
dhdl_modified_608.xvg,0.0,359.274902,0.608
dhdl_modified_609.xvg,0.0,351.976318,0.609
dhdl_modified_610.xvg,0.0,344.832428,0.61
dhdl_modified_611.xvg,0.0,337.841919,0.611
dhdl_modified_612.xvg,0.0,330.999878,0.612
dhdl_modified_613.xvg,0.0,324.30307,0.613
dhdl_modified_614.xvg,0.0,317.748962,0.614
dhdl_modified_615.xvg,0.0,311.332062,0.615
dhdl_modified_616.xvg,0.0,305.052246,0.616
dhdl_modified_617.xvg,0.0,298.904877,0.617
dhdl_modified_618.xvg,0.0,292.886841,0.618
dhdl_modified_619.xvg,0.0,286.995392,0.619
dhdl_modified_620.xvg,0.0,281.228546,0.62
dhdl_modified_621.xvg,0.0,275.582092,0.621
dhdl_modified_622.xvg,0.0,270.054443,0.622
dhdl_modified_623.xvg,0.0,264.642273,0.623
dhdl_modified_624.xvg,0.0,259.343353,0.624
dhdl_modified_625.xvg,0.0,254.154709,0.625
dhdl_modified_626.xvg,0.0,249.074615,0.626
dhdl_modified_627.xvg,0.0,244.100113,0.627
dhdl_modified_628.xvg,0.0,239.229431,0.628
dhdl_modified_629.xvg,0.0,234.459137,0.629
dhdl_modified_630.xvg,0.0,229.787903,0.63
dhdl_modified_631.xvg,0.0,225.213409,0.631
dhdl_modified_632.xvg,0.0,220.733597,0.632
dhdl_modified_633.xvg,0.0,216.345871,0.633
dhdl_modified_634.xvg,0.0,212.048828,0.634
dhdl_modified_635.xvg,0.0,207.840256,0.635
dhdl_modified_636.xvg,0.0,203.718094,0.636
dhdl_modified_637.xvg,0.0,199.680634,0.637
dhdl_modified_638.xvg,0.0,195.725555,0.638
dhdl_modified_639.xvg,0.0,191.851791,0.639
dhdl_modified_640.xvg,0.0,188.057053,0.64
dhdl_modified_641.xvg,0.0,184.339767,0.641
dhdl_modified_642.xvg,0.0,180.698395,0.642
dhdl_modified_643.xvg,0.0,177.130554,0.643
dhdl_modified_644.xvg,0.0,173.635773,0.644
dhdl_modified_645.xvg,0.0,170.211838,0.645
dhdl_modified_646.xvg,0.0,166.857239,0.646
dhdl_modified_647.xvg,0.0,163.570175,0.647
dhdl_modified_648.xvg,0.0,160.34996,0.648
dhdl_modified_649.xvg,0.0,157.194641,0.649
dhdl_modified_650.xvg,0.0,154.102936,0.65
dhdl_modified_651.xvg,0.0,151.073486,0.651
dhdl_modified_652.xvg,0.0,148.104767,0.652
dhdl_modified_653.xvg,0.0,145.195709,0.653
dhdl_modified_654.xvg,0.0,142.345215,0.654
dhdl_modified_655.xvg,0.0,139.551636,0.655
dhdl_modified_656.xvg,0.0,136.813705,0.656
dhdl_modified_657.xvg,0.0,134.130539,0.657
dhdl_modified_658.xvg,0.0,131.50116,0.658
dhdl_modified_659.xvg,0.0,128.923782,0.659
dhdl_modified_660.xvg,0.0,126.397903,0.66
dhdl_modified_661.xvg,0.0,123.921951,0.661
dhdl_modified_662.xvg,0.0,121.495377,0.662
dhdl_modified_663.xvg,0.0,119.116753,0.663
dhdl_modified_664.xvg,0.0,116.785149,0.664
dhdl_modified_665.xvg,0.0,114.499725,0.665
dhdl_modified_666.xvg,0.0,112.25927,0.666
dhdl_modified_667.xvg,0.0,110.063171,0.667
dhdl_modified_668.xvg,0.0,107.910172,0.668
dhdl_modified_669.xvg,0.0,105.799492,0.669
dhdl_modified_670.xvg,0.0,103.730148,0.67
dhdl_modified_671.xvg,0.0,101.701523,0.671
dhdl_modified_672.xvg,0.0,99.712524,0.672
dhdl_modified_673.xvg,0.0,97.762497,0.673
dhdl_modified_674.xvg,0.0,95.850586,0.674
dhdl_modified_675.xvg,0.0,93.9758,0.675
dhdl_modified_676.xvg,0.0,92.137665,0.676
dhdl_modified_677.xvg,0.0,90.335449,0.677
dhdl_modified_678.xvg,0.0,88.568031,0.678
dhdl_modified_679.xvg,0.0,86.835114,0.679
dhdl_modified_680.xvg,0.0,85.135544,0.68
dhdl_modified_681.xvg,0.0,83.468979,0.681
dhdl_modified_682.xvg,0.0,81.834839,0.682
dhdl_modified_683.xvg,0.0,80.232063,0.683
dhdl_modified_684.xvg,0.0,78.660263,0.684
dhdl_modified_685.xvg,0.0,77.118698,0.685
dhdl_modified_686.xvg,0.0,75.606766,0.686
dhdl_modified_687.xvg,0.0,74.124008,0.687
dhdl_modified_688.xvg,0.0,72.669693,0.688
dhdl_modified_689.xvg,0.0,71.243118,0.689
dhdl_modified_690.xvg,0.0,69.843971,0.69
dhdl_modified_691.xvg,0.0,68.47168,0.691
dhdl_modified_692.xvg,0.0,67.125534,0.692
dhdl_modified_693.xvg,0.0,65.805008,0.693
dhdl_modified_694.xvg,0.0,64.509689,0.694
dhdl_modified_695.xvg,0.0,63.239052,0.695
dhdl_modified_696.xvg,0.0,61.992573,0.696
dhdl_modified_697.xvg,0.0,60.769779,0.697
dhdl_modified_698.xvg,0.0,59.570042,0.698
dhdl_modified_699.xvg,0.0,58.393169,0.699
dhdl_modified_700.xvg,0.0,57.238602,0.7
dhdl_modified_701.xvg,0.0,56.105824,0.701
dhdl_modified_702.xvg,0.0,54.994492,0.702
dhdl_modified_703.xvg,0.0,53.903923,0.703
dhdl_modified_704.xvg,0.0,52.834091,0.704
dhdl_modified_705.xvg,0.0,51.784374,0.705
dhdl_modified_706.xvg,0.0,50.754299,0.706
dhdl_modified_707.xvg,0.0,49.743511,0.707
dhdl_modified_708.xvg,0.0,48.751862,0.708
dhdl_modified_709.xvg,0.0,47.778774,0.709
dhdl_modified_710.xvg,0.0,46.82378,0.71
dhdl_modified_711.xvg,0.0,45.886662,0.711
dhdl_modified_712.xvg,0.0,44.966999,0.712
dhdl_modified_713.xvg,0.0,44.064545,0.713
dhdl_modified_714.xvg,0.0,43.178886,0.714
dhdl_modified_715.xvg,0.0,42.309753,0.715
dhdl_modified_716.xvg,0.0,41.456757,0.716
dhdl_modified_717.xvg,0.0,40.619564,0.717
dhdl_modified_718.xvg,0.0,39.797928,0.718
dhdl_modified_719.xvg,0.0,38.991512,0.719
dhdl_modified_720.xvg,0.0,38.19997,0.72
dhdl_modified_721.xvg,0.0,37.423069,0.721
dhdl_modified_722.xvg,0.0,36.660603,0.722
dhdl_modified_723.xvg,0.0,35.912212,0.723
dhdl_modified_724.xvg,0.0,35.17746,0.724
dhdl_modified_725.xvg,0.0,34.456318,0.725
dhdl_modified_726.xvg,0.0,33.748417,0.726
dhdl_modified_727.xvg,0.0,33.053543,0.727
dhdl_modified_728.xvg,0.0,32.371407,0.728
dhdl_modified_729.xvg,0.0,31.701828,0.729
dhdl_modified_730.xvg,0.0,31.044416,0.73
dhdl_modified_731.xvg,0.0,30.399082,0.731
dhdl_modified_732.xvg,0.0,29.765535,0.732
dhdl_modified_733.xvg,0.0,29.143585,0.733
dhdl_modified_734.xvg,0.0,28.532902,0.734
dhdl_modified_735.xvg,0.0,27.933411,0.735
dhdl_modified_736.xvg,0.0,27.344807,0.736
dhdl_modified_737.xvg,0.0,26.766895,0.737
dhdl_modified_738.xvg,0.0,26.199501,0.738
dhdl_modified_739.xvg,0.0,25.642368,0.739
dhdl_modified_740.xvg,0.0,25.09536,0.74
dhdl_modified_741.xvg,0.0,24.558249,0.741
dhdl_modified_742.xvg,0.0,24.030849,0.742
dhdl_modified_743.xvg,0.0,23.513002,0.743
dhdl_modified_744.xvg,0.0,23.004465,0.744
dhdl_modified_745.xvg,0.0,22.505146,0.745
dhdl_modified_746.xvg,0.0,22.014818,0.746
dhdl_modified_747.xvg,0.0,21.533278,0.747
dhdl_modified_748.xvg,0.0,21.060455,0.748
dhdl_modified_749.xvg,0.0,20.596075,0.749
dhdl_modified_750.xvg,0.0,20.140062,0.75
dhdl_modified_751.xvg,0.0,19.69223,0.751
dhdl_modified_752.xvg,0.0,19.252504,0.752
dhdl_modified_753.xvg,0.0,18.82069,0.753
dhdl_modified_754.xvg,0.0,18.396601,0.754
dhdl_modified_755.xvg,0.0,17.980236,0.755
dhdl_modified_756.xvg,0.0,17.571384,0.756
dhdl_modified_757.xvg,0.0,17.169956,0.757
dhdl_modified_758.xvg,0.0,16.775772,0.758
dhdl_modified_759.xvg,0.0,16.38879,0.759
dhdl_modified_760.xvg,0.0,16.008844,0.76
dhdl_modified_761.xvg,0.0,15.635876,0.761
dhdl_modified_762.xvg,0.0,15.269741,0.762
dhdl_modified_763.xvg,0.0,14.910253,0.763
dhdl_modified_764.xvg,0.0,14.557398,0.764
dhdl_modified_765.xvg,0.0,14.211087,0.765
dhdl_modified_766.xvg,0.0,13.871142,0.766
dhdl_modified_767.xvg,0.0,13.537485,0.767
dhdl_modified_768.xvg,0.0,13.210034,0.768
dhdl_modified_769.xvg,0.0,12.888673,0.769
dhdl_modified_770.xvg,0.0,12.573343,0.77
dhdl_modified_771.xvg,0.0,12.263895,0.771
dhdl_modified_772.xvg,0.0,11.96026,0.772
dhdl_modified_773.xvg,0.0,11.66233,0.773
dhdl_modified_774.xvg,0.0,11.370073,0.774
dhdl_modified_775.xvg,0.0,11.083363,0.775
dhdl_modified_776.xvg,0.0,10.802096,0.776
dhdl_modified_777.xvg,0.0,10.526236,0.777
dhdl_modified_778.xvg,0.0,10.255641,0.778
dhdl_modified_779.xvg,0.0,9.990265,0.779
dhdl_modified_780.xvg,0.0,9.730074,0.78
dhdl_modified_781.xvg,0.0,9.474856,0.781
dhdl_modified_782.xvg,0.0,9.22467,0.782
dhdl_modified_783.xvg,0.0,8.979378,0.783
dhdl_modified_784.xvg,0.0,8.738916,0.784
dhdl_modified_785.xvg,0.0,8.503223,0.785
dhdl_modified_786.xvg,0.0,8.272188,0.786
dhdl_modified_787.xvg,0.0,8.0458,0.787
dhdl_modified_788.xvg,0.0,7.823927,0.788
dhdl_modified_789.xvg,0.0,7.606553,0.789
dhdl_modified_790.xvg,0.0,7.393585,0.79
dhdl_modified_791.xvg,0.0,7.184952,0.791
dhdl_modified_792.xvg,0.0,6.98062,0.792
dhdl_modified_793.xvg,0.0,6.780509,0.793
dhdl_modified_794.xvg,0.0,6.58455,0.794
dhdl_modified_795.xvg,0.0,6.392657,0.795
dhdl_modified_796.xvg,0.0,6.204827,0.796
dhdl_modified_797.xvg,0.0,6.020945,0.797
dhdl_modified_798.xvg,0.0,5.841005,0.798
dhdl_modified_799.xvg,0.0,5.664916,0.799
dhdl_modified_800.xvg,0.0,5.492579,0.8
dhdl_modified_801.xvg,0.0,5.324045,0.801
dhdl_modified_802.xvg,0.0,5.159189,0.802
dhdl_modified_803.xvg,0.0,4.997945,0.803
dhdl_modified_804.xvg,0.0,4.840291,0.804
dhdl_modified_805.xvg,0.0,4.686182,0.805
dhdl_modified_806.xvg,0.0,4.535517,0.806
dhdl_modified_807.xvg,0.0,4.388288,0.807
dhdl_modified_808.xvg,0.0,4.24445,0.808
dhdl_modified_809.xvg,0.0,4.103913,0.809
dhdl_modified_810.xvg,0.0,3.966671,0.81
dhdl_modified_811.xvg,0.0,3.832632,0.811
dhdl_modified_812.xvg,0.0,3.701781,0.812
dhdl_modified_813.xvg,0.0,3.574055,0.813
dhdl_modified_814.xvg,0.0,3.449411,0.814
dhdl_modified_815.xvg,0.0,3.32782,0.815
dhdl_modified_816.xvg,0.0,3.209213,0.816
dhdl_modified_817.xvg,0.0,3.093541,0.817
dhdl_modified_818.xvg,0.0,2.980782,0.818
dhdl_modified_819.xvg,0.0,2.870861,0.819
dhdl_modified_820.xvg,0.0,2.763787,0.82
dhdl_modified_821.xvg,0.0,2.65945,0.821
dhdl_modified_822.xvg,0.0,2.557853,0.822
dhdl_modified_823.xvg,0.0,2.458946,0.823
dhdl_modified_824.xvg,0.0,2.362678,0.824
dhdl_modified_825.xvg,0.0,2.269011,0.825
dhdl_modified_826.xvg,0.0,2.177926,0.826
dhdl_modified_827.xvg,0.0,2.089351,0.827
dhdl_modified_828.xvg,0.0,2.003242,0.828
dhdl_modified_829.xvg,0.0,1.91958,0.829
dhdl_modified_830.xvg,0.0,1.838322,0.83
dhdl_modified_831.xvg,0.0,1.759452,0.831
dhdl_modified_832.xvg,0.0,1.682852,0.832
dhdl_modified_833.xvg,0.0,1.608583,0.833
dhdl_modified_834.xvg,0.0,1.536548,0.834
dhdl_modified_835.xvg,0.0,1.466719,0.835
dhdl_modified_836.xvg,0.0,1.399069,0.836
dhdl_modified_837.xvg,0.0,1.333541,0.837
dhdl_modified_838.xvg,0.0,1.270133,0.838
dhdl_modified_839.xvg,0.0,1.208773,0.839
dhdl_modified_840.xvg,0.0,1.149441,0.84
dhdl_modified_841.xvg,0.0,1.092095,0.841
dhdl_modified_842.xvg,0.0,1.036698,0.842
dhdl_modified_843.xvg,0.0,0.983221,0.843
dhdl_modified_844.xvg,0.0,0.931633,0.844
dhdl_modified_845.xvg,0.0,0.881891,0.845
dhdl_modified_846.xvg,0.0,0.83394,0.846
dhdl_modified_847.xvg,0.0,0.78778,0.847
dhdl_modified_848.xvg,0.0,0.743365,0.848
dhdl_modified_849.xvg,0.0,0.700656,0.849
dhdl_modified_850.xvg,0.0,0.659609,0.85
dhdl_modified_851.xvg,0.0,0.620206,0.851
dhdl_modified_852.xvg,0.0,0.582401,0.852
dhdl_modified_853.xvg,0.0,0.546183,0.853
dhdl_modified_854.xvg,0.0,0.511484,0.854
dhdl_modified_855.xvg,0.0,0.478287,0.855
dhdl_modified_856.xvg,0.0,0.446561,0.856
dhdl_modified_857.xvg,0.0,0.416274,0.857
dhdl_modified_858.xvg,0.0,0.387376,0.858
dhdl_modified_859.xvg,0.0,0.359845,0.859
dhdl_modified_860.xvg,0.0,0.333667,0.86
dhdl_modified_861.xvg,0.0,0.308772,0.861
dhdl_modified_862.xvg,0.0,0.285151,0.862
dhdl_modified_863.xvg,0.0,0.262756,0.863
dhdl_modified_864.xvg,0.0,0.24157,0.864
dhdl_modified_865.xvg,0.0,0.221548,0.865
dhdl_modified_866.xvg,0.0,0.202666,0.866
dhdl_modified_867.xvg,0.0,0.184877,0.867
dhdl_modified_868.xvg,0.0,0.168167,0.868
dhdl_modified_869.xvg,0.0,0.152487,0.869
dhdl_modified_870.xvg,0.0,0.137811,0.87
dhdl_modified_871.xvg,0.0,0.124114,0.871
dhdl_modified_872.xvg,0.0,0.111345,0.872
dhdl_modified_873.xvg,0.0,0.099473,0.873
dhdl_modified_874.xvg,0.0,0.088478,0.874
dhdl_modified_875.xvg,0.0,0.078324,0.875
dhdl_modified_876.xvg,0.0,0.068985,0.876
dhdl_modified_877.xvg,0.0,0.060399,0.877
dhdl_modified_878.xvg,0.0,0.052571,0.878
dhdl_modified_879.xvg,0.0,0.045436,0.879
dhdl_modified_880.xvg,0.0,0.038978,0.88
dhdl_modified_881.xvg,0.0,0.033166,0.881
dhdl_modified_882.xvg,0.0,0.027959,0.882
dhdl_modified_883.xvg,0.0,0.023328,0.883
dhdl_modified_884.xvg,0.0,0.019221,0.884
dhdl_modified_885.xvg,0.0,0.015647,0.885
dhdl_modified_886.xvg,0.0,0.012533,0.886
dhdl_modified_887.xvg,0.0,0.009865,0.887
dhdl_modified_888.xvg,0.0,0.0076,0.888
dhdl_modified_889.xvg,0.0,0.005723,0.889
dhdl_modified_890.xvg,0.0,0.004172,0.89
dhdl_modified_891.xvg,0.0,0.00293,0.891
dhdl_modified_892.xvg,0.0,0.001965,0.892
dhdl_modified_893.xvg,0.0,0.001236,0.893
dhdl_modified_894.xvg,0.0,0.000713,0.894
dhdl_modified_895.xvg,0.0,0.000365,0.895
dhdl_modified_896.xvg,0.0,0.00015,0.896
dhdl_modified_897.xvg,0.0,5.2e-05,0.897
dhdl_modified_898.xvg,0.0,8e-06,0.898
dhdl_modified_899.xvg,0.0,0.0,0.899
dhdl_modified_900.xvg,0.0,0.0,0.9
dhdl_modified_901.xvg,0.0,0.0,0.901
dhdl_modified_902.xvg,0.0,0.0,0.902
dhdl_modified_903.xvg,0.0,0.0,0.903
dhdl_modified_904.xvg,0.0,0.0,0.904
dhdl_modified_905.xvg,0.0,0.0,0.905
dhdl_modified_906.xvg,0.0,0.0,0.906
dhdl_modified_907.xvg,0.0,0.0,0.907
dhdl_modified_908.xvg,0.0,0.0,0.908
dhdl_modified_909.xvg,0.0,0.0,0.909
dhdl_modified_910.xvg,0.0,0.0,0.91
dhdl_modified_911.xvg,0.0,0.0,0.911
dhdl_modified_912.xvg,0.0,0.0,0.912
dhdl_modified_913.xvg,0.0,0.0,0.913
dhdl_modified_914.xvg,0.0,0.0,0.914
dhdl_modified_915.xvg,0.0,0.0,0.915
dhdl_modified_916.xvg,0.0,0.0,0.916
dhdl_modified_917.xvg,0.0,0.0,0.917
dhdl_modified_918.xvg,0.0,0.0,0.918
dhdl_modified_919.xvg,0.0,0.0,0.919
dhdl_modified_920.xvg,0.0,0.0,0.92
dhdl_modified_921.xvg,0.0,0.0,0.921
dhdl_modified_922.xvg,0.0,0.0,0.922
dhdl_modified_923.xvg,0.0,0.0,0.923
dhdl_modified_924.xvg,0.0,0.0,0.924
dhdl_modified_925.xvg,0.0,0.0,0.925
dhdl_modified_926.xvg,0.0,0.0,0.926
dhdl_modified_927.xvg,0.0,0.0,0.927
dhdl_modified_928.xvg,0.0,0.0,0.928
dhdl_modified_929.xvg,0.0,0.0,0.929
dhdl_modified_930.xvg,0.0,0.0,0.93
dhdl_modified_931.xvg,0.0,0.0,0.931
dhdl_modified_932.xvg,0.0,0.0,0.932
dhdl_modified_933.xvg,0.0,0.0,0.933
dhdl_modified_934.xvg,0.0,0.0,0.934
dhdl_modified_935.xvg,0.0,0.0,0.935
dhdl_modified_936.xvg,0.0,0.0,0.936
dhdl_modified_937.xvg,0.0,0.0,0.937
dhdl_modified_938.xvg,0.0,0.0,0.938
dhdl_modified_939.xvg,0.0,0.0,0.939
dhdl_modified_940.xvg,0.0,0.0,0.94
dhdl_modified_941.xvg,0.0,0.0,0.941
dhdl_modified_942.xvg,0.0,0.0,0.942
dhdl_modified_943.xvg,0.0,0.0,0.943
dhdl_modified_944.xvg,0.0,0.0,0.944
dhdl_modified_945.xvg,0.0,0.0,0.945
dhdl_modified_946.xvg,0.0,0.0,0.946
dhdl_modified_947.xvg,0.0,0.0,0.947
dhdl_modified_948.xvg,0.0,0.0,0.948
dhdl_modified_949.xvg,0.0,0.0,0.949
dhdl_modified_950.xvg,0.0,0.0,0.95
dhdl_modified_951.xvg,0.0,0.0,0.951
dhdl_modified_952.xvg,0.0,0.0,0.952
dhdl_modified_953.xvg,0.0,0.0,0.953
dhdl_modified_954.xvg,0.0,0.0,0.954
dhdl_modified_955.xvg,0.0,0.0,0.955
dhdl_modified_956.xvg,0.0,0.0,0.956
dhdl_modified_957.xvg,0.0,0.0,0.957
dhdl_modified_958.xvg,0.0,0.0,0.958
dhdl_modified_959.xvg,0.0,0.0,0.959
dhdl_modified_960.xvg,0.0,0.0,0.96
dhdl_modified_961.xvg,0.0,0.0,0.961
dhdl_modified_962.xvg,0.0,0.0,0.962
dhdl_modified_963.xvg,0.0,0.0,0.963
dhdl_modified_964.xvg,0.0,0.0,0.964
dhdl_modified_965.xvg,0.0,0.0,0.965
dhdl_modified_966.xvg,0.0,0.0,0.966
dhdl_modified_967.xvg,0.0,0.0,0.967
dhdl_modified_968.xvg,0.0,0.0,0.968
dhdl_modified_969.xvg,0.0,0.0,0.969
dhdl_modified_970.xvg,0.0,0.0,0.97
dhdl_modified_971.xvg,0.0,0.0,0.971
dhdl_modified_972.xvg,0.0,0.0,0.972
dhdl_modified_973.xvg,0.0,0.0,0.973
dhdl_modified_974.xvg,0.0,0.0,0.974
dhdl_modified_975.xvg,0.0,0.0,0.975
dhdl_modified_976.xvg,0.0,0.0,0.976
dhdl_modified_977.xvg,0.0,0.0,0.977
dhdl_modified_978.xvg,0.0,0.0,0.978
dhdl_modified_979.xvg,0.0,0.0,0.979
dhdl_modified_980.xvg,0.0,0.0,0.98
dhdl_modified_981.xvg,0.0,0.0,0.981
dhdl_modified_982.xvg,0.0,0.0,0.982
dhdl_modified_983.xvg,0.0,0.0,0.983
dhdl_modified_984.xvg,0.0,0.0,0.984
dhdl_modified_985.xvg,0.0,0.0,0.985
dhdl_modified_986.xvg,0.0,0.0,0.986
dhdl_modified_987.xvg,0.0,0.0,0.987
dhdl_modified_988.xvg,0.0,0.0,0.988
dhdl_modified_989.xvg,0.0,0.0,0.989
dhdl_modified_990.xvg,0.0,0.0,0.99
dhdl_modified_991.xvg,0.0,0.0,0.991
dhdl_modified_992.xvg,0.0,0.0,0.992
dhdl_modified_993.xvg,0.0,0.0,0.993
dhdl_modified_994.xvg,0.0,0.0,0.994
dhdl_modified_995.xvg,0.0,0.0,0.995
dhdl_modified_996.xvg,0.0,0.0,0.996
dhdl_modified_997.xvg,0.0,0.0,0.997
dhdl_modified_998.xvg,0.0,0.0,0.998
dhdl_modified_999.xvg,0.0,0.0,0.999
dhdl_modified_1000.xvg,0.0,0.0,1.0
dhdl_modified_1001.xvg,0.0,0.0,1.001
dhdl_modified_1002.xvg,0.0,0.0,1.002
dhdl_modified_1003.xvg,0.0,0.0,1.003
dhdl_modified_1004.xvg,0.0,0.0,1.004
dhdl_modified_1005.xvg,0.0,0.0,1.005
dhdl_modified_1006.xvg,0.0,0.0,1.006
dhdl_modified_1007.xvg,0.0,0.0,1.007
dhdl_modified_1008.xvg,0.0,0.0,1.008
dhdl_modified_1009.xvg,0.0,0.0,1.009
dhdl_modified_1010.xvg,0.0,0.0,1.01
dhdl_modified_1011.xvg,0.0,0.0,1.011
dhdl_modified_1012.xvg,0.0,0.0,1.012
dhdl_modified_1013.xvg,0.0,0.0,1.013
dhdl_modified_1014.xvg,0.0,0.0,1.014
dhdl_modified_1015.xvg,0.0,0.0,1.015
dhdl_modified_1016.xvg,0.0,0.0,1.016
dhdl_modified_1017.xvg,0.0,0.0,1.017
dhdl_modified_1018.xvg,0.0,0.0,1.018
dhdl_modified_1019.xvg,0.0,0.0,1.019
dhdl_modified_1020.xvg,0.0,0.0,1.02
dhdl_modified_1021.xvg,0.0,0.0,1.021
dhdl_modified_1022.xvg,0.0,0.0,1.022
dhdl_modified_1023.xvg,0.0,0.0,1.023
dhdl_modified_1024.xvg,0.0,0.0,1.024
dhdl_modified_1025.xvg,0.0,0.0,1.025
dhdl_modified_1026.xvg,0.0,0.0,1.026
dhdl_modified_1027.xvg,0.0,0.0,1.027
dhdl_modified_1028.xvg,0.0,0.0,1.028
dhdl_modified_1029.xvg,0.0,0.0,1.029
dhdl_modified_1030.xvg,0.0,0.0,1.03
