Filename,Time (ps),LJ Energy (kJ/mol)
dhdl_modified_184.xvg,0.000000,622188416.000000
dhdl_modified_185.xvg,0.000000,583211840.000000
dhdl_modified_186.xvg,0.000000,546867200.000000
dhdl_modified_187.xvg,0.000000,512963200.000000
dhdl_modified_188.xvg,0.000000,481324928.000000
dhdl_modified_189.xvg,0.000000,451789632.000000
dhdl_modified_190.xvg,0.000000,424207520.000000
dhdl_modified_191.xvg,0.000000,398440096.000000
dhdl_modified_192.xvg,0.000000,374359840.000000
dhdl_modified_193.xvg,0.000000,351848800.000000
dhdl_modified_194.xvg,0.000000,330796192.000000
dhdl_modified_195.xvg,0.000000,311101408.000000
dhdl_modified_196.xvg,0.000000,292671296.000000
dhdl_modified_197.xvg,0.000000,275417216.000000
dhdl_modified_198.xvg,0.000000,259260288.000000
dhdl_modified_199.xvg,0.000000,244124800.000000
dhdl_modified_200.xvg,0.000000,229942144.000000
dhdl_modified_201.xvg,0.000000,216647584.000000
dhdl_modified_202.xvg,0.000000,204181888.000000
dhdl_modified_203.xvg,0.000000,192489392.000000
dhdl_modified_204.xvg,0.000000,181518560.000000
dhdl_modified_205.xvg,0.000000,171222160.000000
dhdl_modified_206.xvg,0.000000,161555024.000000
dhdl_modified_207.xvg,0.000000,152477056.000000
dhdl_modified_208.xvg,0.000000,143948864.000000
dhdl_modified_209.xvg,0.000000,135934672.000000
dhdl_modified_210.xvg,0.000000,128402080.000000
dhdl_modified_211.xvg,0.000000,121319192.000000
dhdl_modified_212.xvg,0.000000,114657912.000000
dhdl_modified_213.xvg,0.000000,108390824.000000
dhdl_modified_214.xvg,0.000000,102493280.000000
dhdl_modified_215.xvg,0.000000,96941640.000000
dhdl_modified_216.xvg,0.000000,91714336.000000
dhdl_modified_217.xvg,0.000000,86791264.000000
dhdl_modified_218.xvg,0.000000,82152776.000000
dhdl_modified_219.xvg,0.000000,77781872.000000
dhdl_modified_220.xvg,0.000000,73661688.000000
dhdl_modified_221.xvg,0.000000,69777008.000000
dhdl_modified_222.xvg,0.000000,66113108.000000
dhdl_modified_223.xvg,0.000000,62656840.000000
dhdl_modified_224.xvg,0.000000,59395504.000000
dhdl_modified_225.xvg,0.000000,56317140.000000
dhdl_modified_226.xvg,0.000000,53411000.000000
dhdl_modified_227.xvg,0.000000,50666400.000000
dhdl_modified_228.xvg,0.000000,48074156.000000
dhdl_modified_229.xvg,0.000000,45624804.000000
dhdl_modified_230.xvg,0.000000,43310196.000000
dhdl_modified_231.xvg,0.000000,41122184.000000
dhdl_modified_232.xvg,0.000000,39053448.000000
dhdl_modified_233.xvg,0.000000,37096960.000000
dhdl_modified_234.xvg,0.000000,35246160.000000
dhdl_modified_235.xvg,0.000000,33495012.000000
dhdl_modified_236.xvg,0.000000,31837746.000000
dhdl_modified_237.xvg,0.000000,30268910.000000
dhdl_modified_238.xvg,0.000000,28783558.000000
dhdl_modified_239.xvg,0.000000,27376758.000000
dhdl_modified_240.xvg,0.000000,26044180.000000
dhdl_modified_241.xvg,0.000000,24781490.000000
dhdl_modified_242.xvg,0.000000,23584956.000000
dhdl_modified_243.xvg,0.000000,22450678.000000
dhdl_modified_244.xvg,0.000000,21375340.000000
dhdl_modified_245.xvg,0.000000,20355520.000000
dhdl_modified_246.xvg,0.000000,19388184.000000
dhdl_modified_247.xvg,0.000000,18470532.000000
dhdl_modified_248.xvg,0.000000,17599646.000000
dhdl_modified_249.xvg,0.000000,16773103.000000
dhdl_modified_250.xvg,0.000000,15988430.000000
dhdl_modified_251.xvg,0.000000,15243408.000000
dhdl_modified_252.xvg,0.000000,14535830.000000
dhdl_modified_253.xvg,0.000000,13863663.000000
dhdl_modified_254.xvg,0.000000,13225078.000000
dhdl_modified_255.xvg,0.000000,12618208.000000
dhdl_modified_256.xvg,0.000000,12041398.000000
dhdl_modified_257.xvg,0.000000,11493046.000000
dhdl_modified_258.xvg,0.000000,10971630.000000
dhdl_modified_259.xvg,0.000000,10475744.000000
dhdl_modified_260.xvg,0.000000,10004062.000000
dhdl_modified_261.xvg,0.000000,9555296.000000
dhdl_modified_262.xvg,0.000000,9128241.000000
dhdl_modified_263.xvg,0.000000,8721780.000000
dhdl_modified_264.xvg,0.000000,8334861.000000
dhdl_modified_265.xvg,0.000000,7966474.000000
dhdl_modified_266.xvg,0.000000,7615645.000000
dhdl_modified_267.xvg,0.000000,7281501.000000
dhdl_modified_268.xvg,0.000000,6963179.000000
dhdl_modified_269.xvg,0.000000,6659880.500000
dhdl_modified_270.xvg,0.000000,6370828.500000
dhdl_modified_271.xvg,0.000000,6095313.000000
dhdl_modified_272.xvg,0.000000,5832678.500000
dhdl_modified_273.xvg,0.000000,5582234.000000
dhdl_modified_274.xvg,0.000000,5343415.500000
dhdl_modified_275.xvg,0.000000,5115619.500000
dhdl_modified_276.xvg,0.000000,4898296.500000
dhdl_modified_277.xvg,0.000000,4690954.500000
dhdl_modified_278.xvg,0.000000,4493077.500000
dhdl_modified_279.xvg,0.000000,4304216.000000
dhdl_modified_280.xvg,0.000000,4123912.250000
dhdl_modified_281.xvg,0.000000,3951765.000000
dhdl_modified_282.xvg,0.000000,3787376.750000
dhdl_modified_283.xvg,0.000000,3630373.500000
dhdl_modified_284.xvg,0.000000,3480392.500000
dhdl_modified_285.xvg,0.000000,3337097.250000
dhdl_modified_286.xvg,0.000000,3200176.500000
dhdl_modified_287.xvg,0.000000,3069311.500000
dhdl_modified_288.xvg,0.000000,2944233.750000
dhdl_modified_289.xvg,0.000000,2824652.750000
dhdl_modified_290.xvg,0.000000,2710310.750000
dhdl_modified_291.xvg,0.000000,2600970.000000
dhdl_modified_292.xvg,0.000000,2496388.000000
dhdl_modified_293.xvg,0.000000,2396347.250000
dhdl_modified_294.xvg,0.000000,2300635.500000
dhdl_modified_295.xvg,0.000000,2209053.750000
dhdl_modified_296.xvg,0.000000,2121400.500000
dhdl_modified_297.xvg,0.000000,2037506.000000
dhdl_modified_298.xvg,0.000000,1957194.000000
dhdl_modified_299.xvg,0.000000,1880299.000000
dhdl_modified_300.xvg,0.000000,1806665.375000
dhdl_modified_301.xvg,0.000000,1736142.750000
dhdl_modified_302.xvg,0.000000,1668594.250000
dhdl_modified_303.xvg,0.000000,1603880.500000
dhdl_modified_304.xvg,0.000000,1541880.000000
dhdl_modified_305.xvg,0.000000,1482465.625000
dhdl_modified_306.xvg,0.000000,1425520.500000
dhdl_modified_307.xvg,0.000000,1370939.625000
dhdl_modified_308.xvg,0.000000,1318615.500000
dhdl_modified_309.xvg,0.000000,1268445.625000
dhdl_modified_310.xvg,0.000000,1220337.625000
dhdl_modified_311.xvg,0.000000,1174200.250000
dhdl_modified_312.xvg,0.000000,1129944.500000
dhdl_modified_313.xvg,0.000000,1087490.625000
dhdl_modified_314.xvg,0.000000,1046759.250000
dhdl_modified_315.xvg,0.000000,1007672.187500
dhdl_modified_316.xvg,0.000000,970164.250000
dhdl_modified_317.xvg,0.000000,934162.000000
dhdl_modified_318.xvg,0.000000,899604.312500
dhdl_modified_319.xvg,0.000000,866425.125000
dhdl_modified_320.xvg,0.000000,834567.687500
dhdl_modified_321.xvg,0.000000,803974.000000
dhdl_modified_322.xvg,0.000000,774592.125000
dhdl_modified_323.xvg,0.000000,746369.312500
dhdl_modified_324.xvg,0.000000,719257.250000
dhdl_modified_325.xvg,0.000000,693207.625000
dhdl_modified_326.xvg,0.000000,668177.812500
dhdl_modified_327.xvg,0.000000,644123.312500
dhdl_modified_328.xvg,0.000000,621003.562500
dhdl_modified_329.xvg,0.000000,598779.562500
dhdl_modified_330.xvg,0.000000,577415.250000
dhdl_modified_331.xvg,0.000000,556873.625000
dhdl_modified_332.xvg,0.000000,537121.000000
dhdl_modified_333.xvg,0.000000,518125.312500
dhdl_modified_334.xvg,0.000000,499854.187500
dhdl_modified_335.xvg,0.000000,482279.218750
dhdl_modified_336.xvg,0.000000,465371.187500
dhdl_modified_337.xvg,0.000000,449103.093750
dhdl_modified_338.xvg,0.000000,433449.562500
dhdl_modified_339.xvg,0.000000,418384.750000
dhdl_modified_340.xvg,0.000000,403885.281250
dhdl_modified_341.xvg,0.000000,389928.875000
dhdl_modified_342.xvg,0.000000,376493.031250
dhdl_modified_343.xvg,0.000000,363556.656250
dhdl_modified_344.xvg,0.000000,351100.343750
dhdl_modified_345.xvg,0.000000,339104.593750
dhdl_modified_346.xvg,0.000000,327552.281250
dhdl_modified_347.xvg,0.000000,316423.750000
dhdl_modified_348.xvg,0.000000,305704.781250
dhdl_modified_349.xvg,0.000000,295376.687500
dhdl_modified_350.xvg,0.000000,285426.093750
dhdl_modified_351.xvg,0.000000,275836.875000
dhdl_modified_352.xvg,0.000000,266596.062500
dhdl_modified_353.xvg,0.000000,257688.890625
dhdl_modified_354.xvg,0.000000,249103.531250
dhdl_modified_355.xvg,0.000000,240827.203125
dhdl_modified_356.xvg,0.000000,232847.265625
dhdl_modified_357.xvg,0.000000,225152.984375
dhdl_modified_358.xvg,0.000000,217733.500000
dhdl_modified_359.xvg,0.000000,210577.671875
dhdl_modified_360.xvg,0.000000,203675.828125
dhdl_modified_361.xvg,0.000000,197018.406250
dhdl_modified_362.xvg,0.000000,190595.828125
dhdl_modified_363.xvg,0.000000,184399.375000
dhdl_modified_364.xvg,0.000000,178420.375000
dhdl_modified_365.xvg,0.000000,172650.703125
dhdl_modified_366.xvg,0.000000,167082.406250
dhdl_modified_367.xvg,0.000000,161708.218750
dhdl_modified_368.xvg,0.000000,156520.500000
dhdl_modified_369.xvg,0.000000,151512.468750
dhdl_modified_370.xvg,0.000000,146677.453125
dhdl_modified_371.xvg,0.000000,142008.890625
dhdl_modified_372.xvg,0.000000,137501.031250
dhdl_modified_373.xvg,0.000000,133147.453125
dhdl_modified_374.xvg,0.000000,128942.789062
dhdl_modified_375.xvg,0.000000,124881.437500
dhdl_modified_376.xvg,0.000000,120958.375000
dhdl_modified_377.xvg,0.000000,117168.273438
dhdl_modified_378.xvg,0.000000,113506.312500
dhdl_modified_379.xvg,0.000000,109967.921875
dhdl_modified_380.xvg,0.000000,106548.664062
dhdl_modified_381.xvg,0.000000,103244.148438
dhdl_modified_382.xvg,0.000000,100050.179688
dhdl_modified_383.xvg,0.000000,96963.039062
dhdl_modified_384.xvg,0.000000,93978.781250
dhdl_modified_385.xvg,0.000000,91093.562500
dhdl_modified_386.xvg,0.000000,88303.960938
dhdl_modified_387.xvg,0.000000,85606.718750
dhdl_modified_388.xvg,0.000000,82998.359375
dhdl_modified_389.xvg,0.000000,80475.570312
dhdl_modified_390.xvg,0.000000,78035.867188
dhdl_modified_391.xvg,0.000000,75675.843750
dhdl_modified_392.xvg,0.000000,73392.992188
dhdl_modified_393.xvg,0.000000,71184.460938
dhdl_modified_394.xvg,0.000000,69047.578125
dhdl_modified_395.xvg,0.000000,66979.914062
dhdl_modified_396.xvg,0.000000,64979.199219
dhdl_modified_397.xvg,0.000000,63042.949219
dhdl_modified_398.xvg,0.000000,61168.921875
dhdl_modified_399.xvg,0.000000,59355.097656
dhdl_modified_400.xvg,0.000000,57599.367188
dhdl_modified_401.xvg,0.000000,55899.632812
dhdl_modified_402.xvg,0.000000,54254.031250
dhdl_modified_403.xvg,0.000000,52660.640625
dhdl_modified_404.xvg,0.000000,51117.945312
dhdl_modified_405.xvg,0.000000,49623.949219
dhdl_modified_406.xvg,0.000000,48176.984375
dhdl_modified_407.xvg,0.000000,46775.652344
dhdl_modified_408.xvg,0.000000,45418.359375
dhdl_modified_409.xvg,0.000000,44103.476562
dhdl_modified_410.xvg,0.000000,42829.726562
dhdl_modified_411.xvg,0.000000,41595.664062
dhdl_modified_412.xvg,0.000000,40399.953125
dhdl_modified_413.xvg,0.000000,39241.390625
dhdl_modified_414.xvg,0.000000,38118.640625
dhdl_modified_415.xvg,0.000000,37030.652344
dhdl_modified_416.xvg,0.000000,35975.984375
dhdl_modified_417.xvg,0.000000,34953.828125
dhdl_modified_418.xvg,0.000000,33963.031250
dhdl_modified_419.xvg,0.000000,33002.566406
dhdl_modified_420.xvg,0.000000,32071.322266
dhdl_modified_421.xvg,0.000000,31168.486328
dhdl_modified_422.xvg,0.000000,30293.095703
dhdl_modified_423.xvg,0.000000,29444.201172
dhdl_modified_424.xvg,0.000000,28621.009766
dhdl_modified_425.xvg,0.000000,27822.574219
dhdl_modified_426.xvg,0.000000,27048.244141
dhdl_modified_427.xvg,0.000000,26297.152344
dhdl_modified_428.xvg,0.000000,25568.554688
dhdl_modified_429.xvg,0.000000,24861.699219
dhdl_modified_430.xvg,0.000000,24175.933594
dhdl_modified_431.xvg,0.000000,23510.617188
dhdl_modified_432.xvg,0.000000,22865.019531
dhdl_modified_433.xvg,0.000000,22238.560547
dhdl_modified_434.xvg,0.000000,21630.589844
dhdl_modified_435.xvg,0.000000,21040.583984
dhdl_modified_436.xvg,0.000000,20467.943359
dhdl_modified_437.xvg,0.000000,19912.060547
dhdl_modified_438.xvg,0.000000,19372.509766
dhdl_modified_439.xvg,0.000000,18848.683594
dhdl_modified_440.xvg,0.000000,18340.179688
dhdl_modified_441.xvg,0.000000,17846.468750
dhdl_modified_442.xvg,0.000000,17367.072266
dhdl_modified_443.xvg,0.000000,16901.542969
dhdl_modified_444.xvg,0.000000,16449.503906
dhdl_modified_445.xvg,0.000000,16010.492188
dhdl_modified_446.xvg,0.000000,15584.113281
dhdl_modified_447.xvg,0.000000,15169.986328
dhdl_modified_448.xvg,0.000000,14767.707031
dhdl_modified_449.xvg,0.000000,14376.940430
dhdl_modified_450.xvg,0.000000,13997.333984
dhdl_modified_451.xvg,0.000000,13628.529297
dhdl_modified_452.xvg,0.000000,13270.185547
dhdl_modified_453.xvg,0.000000,12921.997070
dhdl_modified_454.xvg,0.000000,12583.670898
dhdl_modified_455.xvg,0.000000,12254.907227
dhdl_modified_456.xvg,0.000000,11935.384766
dhdl_modified_457.xvg,0.000000,11624.829102
dhdl_modified_458.xvg,0.000000,11323.014648
dhdl_modified_459.xvg,0.000000,11029.644531
dhdl_modified_460.xvg,0.000000,10744.438477
dhdl_modified_461.xvg,0.000000,10467.208984
dhdl_modified_462.xvg,0.000000,10197.650391
dhdl_modified_463.xvg,0.000000,9935.603516
dhdl_modified_464.xvg,0.000000,9680.804688
dhdl_modified_465.xvg,0.000000,9433.062500
dhdl_modified_466.xvg,0.000000,9192.125977
dhdl_modified_467.xvg,0.000000,8957.832031
dhdl_modified_468.xvg,0.000000,8729.972656
dhdl_modified_469.xvg,0.000000,8508.355469
dhdl_modified_470.xvg,0.000000,8292.799805
dhdl_modified_471.xvg,0.000000,8083.115234
dhdl_modified_472.xvg,0.000000,7879.161621
dhdl_modified_473.xvg,0.000000,7680.739746
dhdl_modified_474.xvg,0.000000,7487.705078
dhdl_modified_475.xvg,0.000000,7299.899414
dhdl_modified_476.xvg,0.000000,7117.149902
dhdl_modified_477.xvg,0.000000,6939.347656
dhdl_modified_478.xvg,0.000000,6766.322266
dhdl_modified_479.xvg,0.000000,6597.948242
dhdl_modified_480.xvg,0.000000,6434.073242
dhdl_modified_481.xvg,0.000000,6274.578125
dhdl_modified_482.xvg,0.000000,6119.358398
dhdl_modified_483.xvg,0.000000,5968.248535
dhdl_modified_484.xvg,0.000000,5821.166992
dhdl_modified_485.xvg,0.000000,5677.988770
dhdl_modified_486.xvg,0.000000,5538.599609
dhdl_modified_487.xvg,0.000000,5402.890625
dhdl_modified_488.xvg,0.000000,5270.761230
dhdl_modified_489.xvg,0.000000,5142.116699
dhdl_modified_490.xvg,0.000000,5016.836914
dhdl_modified_491.xvg,0.000000,4894.854492
dhdl_modified_492.xvg,0.000000,4776.058105
dhdl_modified_493.xvg,0.000000,4660.363770
dhdl_modified_494.xvg,0.000000,4547.682617
dhdl_modified_495.xvg,0.000000,4437.936523
dhdl_modified_496.xvg,0.000000,4331.033691
dhdl_modified_497.xvg,0.000000,4226.901855
dhdl_modified_498.xvg,0.000000,4125.462402
dhdl_modified_499.xvg,0.000000,4026.642578
dhdl_modified_500.xvg,0.000000,3930.372070
dhdl_modified_501.xvg,0.000000,3836.568604
dhdl_modified_502.xvg,0.000000,3745.179199
dhdl_modified_503.xvg,0.000000,3656.127930
dhdl_modified_504.xvg,0.000000,3569.347412
dhdl_modified_505.xvg,0.000000,3484.784668
dhdl_modified_506.xvg,0.000000,3402.376465
dhdl_modified_507.xvg,0.000000,3322.058838
dhdl_modified_508.xvg,0.000000,3243.777588
dhdl_modified_509.xvg,0.000000,3167.483154
dhdl_modified_510.xvg,0.000000,3093.115723
dhdl_modified_511.xvg,0.000000,3020.624756
dhdl_modified_512.xvg,0.000000,2949.956055
dhdl_modified_513.xvg,0.000000,2881.061035
dhdl_modified_514.xvg,0.000000,2813.898438
dhdl_modified_515.xvg,0.000000,2748.417236
dhdl_modified_516.xvg,0.000000,2684.572510
dhdl_modified_517.xvg,0.000000,2622.316895
dhdl_modified_518.xvg,0.000000,2561.608643
dhdl_modified_519.xvg,0.000000,2502.415527
dhdl_modified_520.xvg,0.000000,2444.686768
dhdl_modified_521.xvg,0.000000,2388.388428
dhdl_modified_522.xvg,0.000000,2333.482666
dhdl_modified_523.xvg,0.000000,2279.930420
dhdl_modified_524.xvg,0.000000,2227.694092
dhdl_modified_525.xvg,0.000000,2176.743408
dhdl_modified_526.xvg,0.000000,2127.045166
dhdl_modified_527.xvg,0.000000,2078.556152
dhdl_modified_528.xvg,0.000000,2031.259277
dhdl_modified_529.xvg,0.000000,1985.115723
dhdl_modified_530.xvg,0.000000,1940.094849
dhdl_modified_531.xvg,0.000000,1896.166382
dhdl_modified_532.xvg,0.000000,1853.306885
dhdl_modified_533.xvg,0.000000,1811.482910
dhdl_modified_534.xvg,0.000000,1770.672363
dhdl_modified_535.xvg,0.000000,1730.848877
dhdl_modified_536.xvg,0.000000,1691.978271
dhdl_modified_537.xvg,0.000000,1654.047119
dhdl_modified_538.xvg,0.000000,1617.026489
dhdl_modified_539.xvg,0.000000,1580.893555
dhdl_modified_540.xvg,0.000000,1545.624512
dhdl_modified_541.xvg,0.000000,1511.194946
dhdl_modified_542.xvg,0.000000,1477.589355
dhdl_modified_543.xvg,0.000000,1444.781860
dhdl_modified_544.xvg,0.000000,1412.755005
dhdl_modified_545.xvg,0.000000,1381.486572
dhdl_modified_546.xvg,0.000000,1350.958008
dhdl_modified_547.xvg,0.000000,1321.151611
dhdl_modified_548.xvg,0.000000,1292.049927
dhdl_modified_549.xvg,0.000000,1263.631592
dhdl_modified_550.xvg,0.000000,1235.882202
dhdl_modified_551.xvg,0.000000,1208.781738
dhdl_modified_552.xvg,0.000000,1182.319580
dhdl_modified_553.xvg,0.000000,1156.473511
dhdl_modified_554.xvg,0.000000,1131.233521
dhdl_modified_555.xvg,0.000000,1106.578857
dhdl_modified_556.xvg,0.000000,1082.500366
dhdl_modified_557.xvg,0.000000,1058.980957
dhdl_modified_558.xvg,0.000000,1036.005615
dhdl_modified_559.xvg,0.000000,1013.562866
dhdl_modified_560.xvg,0.000000,991.638733
dhdl_modified_561.xvg,0.000000,970.219849
dhdl_modified_562.xvg,0.000000,949.295776
dhdl_modified_563.xvg,0.000000,928.851440
