Filename,Time (ps),LJ Energy (kJ/mol),Distance (nm)
dhdl_modified_1038.xvg,0.0,0.0,1.038
dhdl_modified_1039.xvg,0.0,0.0,1.039
dhdl_modified_1040.xvg,0.0,0.0,1.04
dhdl_modified_1041.xvg,0.0,0.0,1.041
dhdl_modified_1042.xvg,0.0,0.0,1.042
dhdl_modified_1043.xvg,0.0,0.0,1.043
dhdl_modified_1044.xvg,0.0,0.0,1.044
dhdl_modified_1045.xvg,0.0,0.0,1.045
dhdl_modified_1046.xvg,0.0,0.0,1.046
dhdl_modified_1047.xvg,0.0,0.0,1.047
dhdl_modified_1048.xvg,0.0,0.0,1.048
dhdl_modified_1049.xvg,0.0,0.0,1.049
dhdl_modified_1050.xvg,0.0,0.0,1.05
dhdl_modified_1051.xvg,0.0,0.0,1.051
dhdl_modified_1052.xvg,0.0,0.0,1.052
dhdl_modified_1053.xvg,0.0,0.0,1.053
dhdl_modified_1054.xvg,0.0,0.0,1.054
dhdl_modified_1055.xvg,0.0,0.0,1.055
dhdl_modified_1056.xvg,0.0,0.0,1.056
dhdl_modified_1057.xvg,0.0,0.0,1.057
dhdl_modified_1058.xvg,0.0,0.0,1.058
dhdl_modified_1059.xvg,0.0,0.0,1.059
dhdl_modified_1060.xvg,0.0,0.0,1.06
dhdl_modified_1061.xvg,0.0,0.0,1.061
dhdl_modified_1062.xvg,0.0,0.0,1.062
dhdl_modified_1063.xvg,0.0,0.0,1.063
dhdl_modified_1064.xvg,0.0,0.0,1.064
dhdl_modified_1065.xvg,0.0,0.0,1.065
dhdl_modified_1066.xvg,0.0,0.0,1.066
dhdl_modified_1067.xvg,0.0,0.0,1.067
dhdl_modified_1068.xvg,0.0,0.0,1.068
dhdl_modified_1069.xvg,0.0,0.0,1.069
dhdl_modified_1070.xvg,0.0,0.0,1.07
dhdl_modified_1071.xvg,0.0,0.0,1.071
dhdl_modified_1072.xvg,0.0,0.0,1.072
dhdl_modified_1073.xvg,0.0,0.0,1.073
dhdl_modified_1074.xvg,0.0,0.0,1.074
dhdl_modified_1075.xvg,0.0,0.0,1.075
dhdl_modified_1076.xvg,0.0,0.0,1.076
dhdl_modified_1077.xvg,0.0,0.0,1.077
dhdl_modified_1078.xvg,0.0,0.0,1.078
dhdl_modified_1079.xvg,0.0,0.0,1.079
dhdl_modified_1080.xvg,0.0,0.0,1.08
dhdl_modified_1081.xvg,0.0,0.0,1.081
dhdl_modified_1082.xvg,0.0,0.0,1.082
dhdl_modified_1083.xvg,0.0,0.0,1.083
dhdl_modified_1084.xvg,0.0,0.0,1.084
dhdl_modified_1085.xvg,0.0,0.0,1.085
dhdl_modified_1086.xvg,0.0,0.0,1.086
dhdl_modified_1087.xvg,0.0,0.0,1.087
dhdl_modified_1088.xvg,0.0,0.0,1.088
dhdl_modified_1089.xvg,0.0,0.0,1.089
dhdl_modified_1090.xvg,0.0,0.0,1.09
dhdl_modified_1091.xvg,0.0,0.0,1.091
dhdl_modified_1092.xvg,0.0,0.0,1.092
dhdl_modified_1093.xvg,0.0,0.0,1.093
dhdl_modified_1094.xvg,0.0,0.0,1.094
dhdl_modified_1095.xvg,0.0,0.0,1.095
dhdl_modified_1096.xvg,0.0,0.0,1.096
dhdl_modified_1097.xvg,0.0,0.0,1.097
dhdl_modified_1098.xvg,0.0,0.0,1.098
dhdl_modified_1099.xvg,0.0,0.0,1.099
dhdl_modified_1100.xvg,0.0,0.0,1.1
dhdl_modified_1101.xvg,0.0,0.0,1.101
dhdl_modified_1102.xvg,0.0,0.0,1.102
dhdl_modified_1103.xvg,0.0,0.0,1.103
dhdl_modified_1104.xvg,0.0,0.0,1.104
dhdl_modified_1105.xvg,0.0,0.0,1.105
dhdl_modified_1106.xvg,0.0,0.0,1.106
dhdl_modified_1107.xvg,0.0,0.0,1.107
dhdl_modified_1108.xvg,0.0,0.0,1.108
dhdl_modified_1109.xvg,0.0,0.0,1.109
dhdl_modified_1110.xvg,0.0,0.0,1.11
dhdl_modified_1111.xvg,0.0,0.0,1.111
dhdl_modified_1112.xvg,0.0,0.0,1.112
dhdl_modified_1113.xvg,0.0,0.0,1.113
dhdl_modified_1114.xvg,0.0,0.0,1.114
dhdl_modified_1115.xvg,0.0,0.0,1.115
dhdl_modified_1116.xvg,0.0,0.0,1.116
dhdl_modified_1117.xvg,0.0,0.0,1.117
dhdl_modified_1118.xvg,0.0,0.0,1.118
dhdl_modified_1119.xvg,0.0,0.0,1.119
dhdl_modified_1120.xvg,0.0,0.0,1.12
dhdl_modified_1121.xvg,0.0,0.0,1.121
dhdl_modified_1122.xvg,0.0,0.0,1.122
dhdl_modified_1123.xvg,0.0,0.0,1.123
dhdl_modified_1124.xvg,0.0,0.0,1.124
dhdl_modified_1125.xvg,0.0,0.0,1.125
dhdl_modified_1126.xvg,0.0,0.0,1.126
dhdl_modified_1127.xvg,0.0,0.0,1.127
dhdl_modified_1128.xvg,0.0,0.0,1.128
dhdl_modified_1129.xvg,0.0,0.0,1.129
dhdl_modified_1130.xvg,0.0,0.0,1.13
dhdl_modified_1131.xvg,0.0,0.0,1.131
dhdl_modified_1132.xvg,0.0,0.0,1.132
dhdl_modified_1133.xvg,0.0,0.0,1.133
dhdl_modified_1134.xvg,0.0,0.0,1.134
dhdl_modified_1135.xvg,0.0,0.0,1.135
dhdl_modified_1136.xvg,0.0,0.0,1.136
dhdl_modified_1137.xvg,0.0,0.0,1.137
dhdl_modified_1138.xvg,0.0,0.0,1.138
dhdl_modified_1139.xvg,0.0,0.0,1.139
dhdl_modified_1140.xvg,0.0,0.0,1.14
dhdl_modified_1141.xvg,0.0,0.0,1.141
dhdl_modified_1142.xvg,0.0,0.0,1.142
dhdl_modified_1143.xvg,0.0,0.0,1.143
dhdl_modified_1144.xvg,0.0,0.0,1.144
dhdl_modified_1145.xvg,0.0,0.0,1.145
dhdl_modified_1146.xvg,0.0,0.0,1.146
dhdl_modified_1147.xvg,0.0,0.0,1.147
dhdl_modified_1148.xvg,0.0,0.0,1.148
dhdl_modified_1149.xvg,0.0,0.0,1.149
dhdl_modified_1150.xvg,0.0,0.0,1.15
dhdl_modified_1151.xvg,0.0,0.0,1.151
dhdl_modified_1152.xvg,0.0,0.0,1.152
dhdl_modified_1153.xvg,0.0,0.0,1.153
dhdl_modified_1154.xvg,0.0,0.0,1.154
dhdl_modified_1155.xvg,0.0,0.0,1.155
dhdl_modified_1156.xvg,0.0,0.0,1.156
dhdl_modified_1157.xvg,0.0,0.0,1.157
dhdl_modified_1158.xvg,0.0,0.0,1.158
dhdl_modified_1159.xvg,0.0,0.0,1.159
dhdl_modified_1160.xvg,0.0,0.0,1.16
dhdl_modified_1161.xvg,0.0,0.0,1.161
dhdl_modified_1162.xvg,0.0,0.0,1.162
dhdl_modified_1163.xvg,0.0,0.0,1.163
dhdl_modified_1164.xvg,0.0,0.0,1.164
dhdl_modified_1165.xvg,0.0,0.0,1.165
dhdl_modified_1166.xvg,0.0,0.0,1.166
dhdl_modified_1167.xvg,0.0,0.0,1.167
dhdl_modified_1168.xvg,0.0,0.0,1.168
dhdl_modified_1169.xvg,0.0,0.0,1.169
dhdl_modified_1170.xvg,0.0,0.0,1.17
dhdl_modified_1171.xvg,0.0,0.0,1.171
dhdl_modified_1172.xvg,0.0,0.0,1.172
dhdl_modified_1173.xvg,0.0,0.0,1.173
dhdl_modified_1174.xvg,0.0,0.0,1.174
dhdl_modified_1175.xvg,0.0,0.0,1.175
dhdl_modified_1176.xvg,0.0,0.0,1.176
dhdl_modified_1177.xvg,0.0,0.0,1.177
dhdl_modified_1178.xvg,0.0,0.0,1.178
dhdl_modified_1179.xvg,0.0,0.0,1.179
dhdl_modified_1180.xvg,0.0,0.0,1.18
dhdl_modified_1181.xvg,0.0,0.0,1.181
dhdl_modified_1182.xvg,0.0,0.0,1.182
dhdl_modified_1183.xvg,0.0,0.0,1.183
dhdl_modified_1184.xvg,0.0,0.0,1.184
dhdl_modified_1185.xvg,0.0,0.0,1.185
dhdl_modified_1186.xvg,0.0,0.0,1.186
dhdl_modified_1187.xvg,0.0,0.0,1.187
dhdl_modified_1188.xvg,0.0,0.0,1.188
dhdl_modified_1189.xvg,0.0,0.0,1.189
dhdl_modified_1190.xvg,0.0,0.0,1.19
dhdl_modified_1191.xvg,0.0,0.0,1.191
dhdl_modified_1192.xvg,0.0,0.0,1.192
dhdl_modified_1193.xvg,0.0,0.0,1.193
dhdl_modified_1194.xvg,0.0,0.0,1.194
dhdl_modified_1195.xvg,0.0,0.0,1.195
dhdl_modified_1196.xvg,0.0,0.0,1.196
dhdl_modified_1197.xvg,0.0,0.0,1.197
dhdl_modified_1198.xvg,0.0,0.0,1.198
dhdl_modified_1199.xvg,0.0,0.0,1.199
dhdl_modified_1200.xvg,0.0,0.0,1.2
dhdl_modified_1201.xvg,0.0,0.0,1.201
dhdl_modified_1202.xvg,0.0,0.0,1.202
dhdl_modified_1203.xvg,0.0,0.0,1.203
dhdl_modified_1204.xvg,0.0,0.0,1.204
dhdl_modified_1205.xvg,0.0,0.0,1.205
dhdl_modified_1206.xvg,0.0,0.0,1.206
dhdl_modified_1207.xvg,0.0,0.0,1.207
dhdl_modified_1208.xvg,0.0,0.0,1.208
dhdl_modified_1209.xvg,0.0,0.0,1.209
dhdl_modified_1210.xvg,0.0,0.0,1.21
dhdl_modified_1211.xvg,0.0,0.0,1.211
dhdl_modified_1212.xvg,0.0,0.0,1.212
dhdl_modified_1213.xvg,0.0,0.0,1.213
dhdl_modified_1214.xvg,0.0,0.0,1.214
dhdl_modified_1215.xvg,0.0,0.0,1.215
dhdl_modified_1216.xvg,0.0,0.0,1.216
dhdl_modified_1217.xvg,0.0,0.0,1.217
dhdl_modified_1218.xvg,0.0,0.0,1.218
dhdl_modified_1219.xvg,0.0,0.0,1.219
dhdl_modified_1220.xvg,0.0,0.0,1.22
dhdl_modified_1221.xvg,0.0,0.0,1.221
dhdl_modified_1222.xvg,0.0,0.0,1.222
dhdl_modified_1223.xvg,0.0,0.0,1.223
dhdl_modified_1224.xvg,0.0,0.0,1.224
dhdl_modified_1225.xvg,0.0,0.0,1.225
dhdl_modified_1226.xvg,0.0,0.0,1.226
dhdl_modified_1227.xvg,0.0,0.0,1.227
dhdl_modified_1228.xvg,0.0,0.0,1.228
dhdl_modified_1229.xvg,0.0,0.0,1.229
dhdl_modified_1230.xvg,0.0,0.0,1.23
dhdl_modified_1231.xvg,0.0,0.0,1.231
dhdl_modified_1232.xvg,0.0,0.0,1.232
dhdl_modified_1233.xvg,0.0,0.0,1.233
dhdl_modified_1234.xvg,0.0,0.0,1.234
dhdl_modified_1235.xvg,0.0,0.0,1.235
dhdl_modified_1236.xvg,0.0,0.0,1.236
dhdl_modified_1237.xvg,0.0,0.0,1.237
dhdl_modified_1238.xvg,0.0,0.0,1.238
dhdl_modified_1239.xvg,0.0,0.0,1.239
dhdl_modified_1240.xvg,0.0,0.0,1.24
dhdl_modified_1241.xvg,0.0,0.0,1.241
dhdl_modified_1242.xvg,0.0,0.0,1.242
dhdl_modified_1243.xvg,0.0,0.0,1.243
dhdl_modified_1244.xvg,0.0,0.0,1.244
dhdl_modified_1245.xvg,0.0,0.0,1.245
dhdl_modified_1246.xvg,0.0,0.0,1.246
dhdl_modified_1247.xvg,0.0,0.0,1.247
dhdl_modified_1248.xvg,0.0,0.0,1.248
dhdl_modified_1249.xvg,0.0,0.0,1.249
dhdl_modified_1250.xvg,0.0,0.0,1.25
dhdl_modified_1251.xvg,0.0,0.0,1.251
dhdl_modified_1252.xvg,0.0,0.0,1.252
dhdl_modified_1253.xvg,0.0,0.0,1.253
dhdl_modified_1254.xvg,0.0,0.0,1.254
dhdl_modified_1255.xvg,0.0,0.0,1.255
dhdl_modified_1256.xvg,0.0,0.0,1.256
dhdl_modified_1257.xvg,0.0,0.0,1.257
dhdl_modified_1258.xvg,0.0,0.0,1.258
dhdl_modified_1259.xvg,0.0,0.0,1.259
dhdl_modified_1260.xvg,0.0,0.0,1.26
dhdl_modified_1261.xvg,0.0,0.0,1.261
dhdl_modified_1262.xvg,0.0,0.0,1.262
dhdl_modified_1263.xvg,0.0,0.0,1.263
dhdl_modified_1264.xvg,0.0,0.0,1.264
dhdl_modified_1265.xvg,0.0,0.0,1.265
dhdl_modified_1266.xvg,0.0,0.0,1.266
dhdl_modified_1267.xvg,0.0,0.0,1.267
dhdl_modified_1268.xvg,0.0,0.0,1.268
dhdl_modified_1269.xvg,0.0,0.0,1.269
dhdl_modified_1270.xvg,0.0,0.0,1.27
dhdl_modified_1271.xvg,0.0,0.0,1.271
dhdl_modified_1272.xvg,0.0,0.0,1.272
dhdl_modified_1273.xvg,0.0,0.0,1.273
dhdl_modified_1274.xvg,0.0,0.0,1.274
dhdl_modified_1275.xvg,0.0,0.0,1.275
dhdl_modified_1276.xvg,0.0,0.0,1.276
dhdl_modified_1277.xvg,0.0,0.0,1.277
dhdl_modified_1278.xvg,0.0,0.0,1.278
dhdl_modified_1279.xvg,0.0,0.0,1.279
dhdl_modified_1280.xvg,0.0,0.0,1.28
dhdl_modified_1281.xvg,0.0,0.0,1.281
dhdl_modified_1282.xvg,0.0,0.0,1.282
dhdl_modified_1283.xvg,0.0,0.0,1.283
dhdl_modified_1284.xvg,0.0,0.0,1.284
dhdl_modified_1285.xvg,0.0,0.0,1.285
dhdl_modified_1286.xvg,0.0,0.0,1.286
dhdl_modified_1287.xvg,0.0,0.0,1.287
dhdl_modified_1288.xvg,0.0,0.0,1.288
dhdl_modified_1289.xvg,0.0,0.0,1.289
dhdl_modified_1290.xvg,0.0,0.0,1.29
dhdl_modified_1291.xvg,0.0,0.0,1.291
dhdl_modified_1292.xvg,0.0,0.0,1.292
dhdl_modified_1293.xvg,0.0,0.0,1.293
dhdl_modified_1294.xvg,0.0,0.0,1.294
dhdl_modified_1295.xvg,0.0,0.0,1.295
dhdl_modified_1296.xvg,0.0,0.0,1.296
dhdl_modified_1297.xvg,0.0,0.0,1.297
dhdl_modified_1298.xvg,0.0,0.0,1.298
dhdl_modified_1299.xvg,0.0,0.0,1.299
dhdl_modified_1300.xvg,0.0,0.0,1.3
dhdl_modified_1301.xvg,0.0,0.0,1.301
dhdl_modified_1302.xvg,0.0,0.0,1.302
dhdl_modified_1303.xvg,0.0,0.0,1.303
dhdl_modified_1304.xvg,0.0,0.0,1.304
dhdl_modified_1305.xvg,0.0,0.0,1.305
dhdl_modified_1306.xvg,0.0,0.0,1.306
dhdl_modified_1307.xvg,0.0,0.0,1.307
dhdl_modified_1308.xvg,0.0,0.0,1.308
dhdl_modified_1309.xvg,0.0,0.0,1.309
dhdl_modified_1310.xvg,0.0,0.0,1.31
dhdl_modified_1311.xvg,0.0,0.0,1.311
dhdl_modified_1312.xvg,0.0,0.0,1.312
dhdl_modified_1313.xvg,0.0,0.0,1.313
dhdl_modified_1314.xvg,0.0,0.0,1.314
dhdl_modified_1315.xvg,0.0,0.0,1.315
dhdl_modified_1316.xvg,0.0,0.0,1.316
dhdl_modified_1317.xvg,0.0,0.0,1.317
dhdl_modified_1318.xvg,0.0,0.0,1.318
dhdl_modified_1319.xvg,0.0,0.0,1.319
dhdl_modified_1320.xvg,0.0,0.0,1.32
dhdl_modified_1321.xvg,0.0,0.0,1.321
dhdl_modified_1322.xvg,0.0,0.0,1.322
dhdl_modified_1323.xvg,0.0,0.0,1.323
dhdl_modified_1324.xvg,0.0,0.0,1.324
dhdl_modified_1325.xvg,0.0,0.0,1.325
dhdl_modified_1326.xvg,0.0,0.0,1.326
dhdl_modified_1327.xvg,0.0,0.0,1.327
dhdl_modified_1328.xvg,0.0,0.0,1.328
dhdl_modified_1329.xvg,0.0,0.0,1.329
dhdl_modified_1330.xvg,0.0,0.0,1.33
dhdl_modified_1331.xvg,0.0,0.0,1.331
dhdl_modified_1332.xvg,0.0,0.0,1.332
dhdl_modified_1333.xvg,0.0,0.0,1.333
dhdl_modified_1334.xvg,0.0,0.0,1.334
dhdl_modified_1335.xvg,0.0,0.0,1.335
dhdl_modified_1336.xvg,0.0,0.0,1.336
dhdl_modified_1337.xvg,0.0,0.0,1.337
dhdl_modified_1338.xvg,0.0,0.0,1.338
dhdl_modified_1339.xvg,0.0,0.0,1.339
dhdl_modified_1340.xvg,0.0,0.0,1.34
dhdl_modified_1341.xvg,0.0,0.0,1.341
dhdl_modified_1342.xvg,0.0,0.0,1.342
dhdl_modified_1343.xvg,0.0,0.0,1.343
dhdl_modified_1344.xvg,0.0,0.0,1.344
dhdl_modified_1345.xvg,0.0,0.0,1.345
dhdl_modified_1346.xvg,0.0,0.0,1.346
dhdl_modified_1347.xvg,0.0,0.0,1.347
dhdl_modified_1348.xvg,0.0,0.0,1.348
dhdl_modified_1349.xvg,0.0,0.0,1.349
dhdl_modified_1350.xvg,0.0,0.0,1.35
dhdl_modified_1351.xvg,0.0,0.0,1.351
dhdl_modified_1352.xvg,0.0,0.0,1.352
dhdl_modified_1353.xvg,0.0,0.0,1.353
dhdl_modified_1354.xvg,0.0,0.0,1.354
dhdl_modified_1355.xvg,0.0,0.0,1.355
dhdl_modified_1356.xvg,0.0,0.0,1.356
dhdl_modified_1357.xvg,0.0,0.0,1.357
dhdl_modified_1358.xvg,0.0,0.0,1.358
dhdl_modified_1359.xvg,0.0,0.0,1.359
dhdl_modified_1360.xvg,0.0,0.0,1.36
dhdl_modified_1361.xvg,0.0,0.0,1.361
dhdl_modified_1362.xvg,0.0,0.0,1.362
dhdl_modified_1363.xvg,0.0,0.0,1.363
dhdl_modified_1364.xvg,0.0,0.0,1.364
dhdl_modified_1365.xvg,0.0,0.0,1.365
dhdl_modified_1366.xvg,0.0,0.0,1.366
dhdl_modified_1367.xvg,0.0,0.0,1.367
dhdl_modified_1368.xvg,0.0,0.0,1.368
dhdl_modified_1369.xvg,0.0,0.0,1.369
dhdl_modified_1370.xvg,0.0,0.0,1.37
dhdl_modified_1371.xvg,0.0,0.0,1.371
dhdl_modified_1372.xvg,0.0,0.0,1.372
dhdl_modified_1373.xvg,0.0,0.0,1.373
dhdl_modified_1374.xvg,0.0,0.0,1.374
dhdl_modified_1375.xvg,0.0,0.0,1.375
dhdl_modified_1376.xvg,0.0,0.0,1.376
dhdl_modified_1377.xvg,0.0,0.0,1.377
dhdl_modified_1378.xvg,0.0,0.0,1.378
dhdl_modified_1379.xvg,0.0,0.0,1.379
dhdl_modified_1380.xvg,0.0,0.0,1.38
dhdl_modified_1381.xvg,0.0,0.0,1.381
dhdl_modified_1382.xvg,0.0,0.0,1.382
dhdl_modified_1383.xvg,0.0,0.0,1.383
dhdl_modified_1384.xvg,0.0,0.0,1.384
dhdl_modified_1385.xvg,0.0,0.0,1.385
dhdl_modified_1386.xvg,0.0,0.0,1.386
dhdl_modified_1387.xvg,0.0,0.0,1.387
dhdl_modified_1388.xvg,0.0,0.0,1.388
dhdl_modified_1389.xvg,0.0,0.0,1.389
dhdl_modified_1390.xvg,0.0,0.0,1.39
dhdl_modified_1391.xvg,0.0,0.0,1.391
dhdl_modified_1392.xvg,0.0,0.0,1.392
dhdl_modified_1393.xvg,0.0,0.0,1.393
dhdl_modified_1394.xvg,0.0,0.0,1.394
dhdl_modified_1395.xvg,0.0,0.0,1.395
dhdl_modified_1396.xvg,0.0,0.0,1.396
dhdl_modified_1397.xvg,0.0,0.0,1.397
dhdl_modified_1398.xvg,0.0,0.0,1.398
dhdl_modified_1399.xvg,0.0,0.0,1.399
dhdl_modified_1400.xvg,0.0,0.0,1.4
dhdl_modified_1401.xvg,0.0,0.0,1.401
dhdl_modified_1402.xvg,0.0,0.0,1.402
dhdl_modified_1403.xvg,0.0,0.0,1.403
dhdl_modified_1404.xvg,0.0,0.0,1.404
dhdl_modified_1405.xvg,0.0,0.0,1.405
dhdl_modified_1406.xvg,0.0,0.0,1.406
dhdl_modified_1407.xvg,0.0,0.0,1.407
dhdl_modified_1408.xvg,0.0,0.0,1.408
dhdl_modified_1409.xvg,0.0,0.0,1.409
dhdl_modified_1410.xvg,0.0,0.0,1.41
dhdl_modified_1411.xvg,0.0,0.0,1.411
dhdl_modified_1412.xvg,0.0,0.0,1.412
dhdl_modified_1413.xvg,0.0,0.0,1.413
dhdl_modified_1414.xvg,0.0,0.0,1.414
dhdl_modified_1415.xvg,0.0,0.0,1.415
dhdl_modified_1416.xvg,0.0,0.0,1.416
dhdl_modified_1417.xvg,0.0,0.0,1.417
dhdl_modified_1418.xvg,0.0,0.0,1.418
dhdl_modified_1419.xvg,0.0,0.0,1.419
dhdl_modified_1420.xvg,0.0,0.0,1.42
dhdl_modified_1421.xvg,0.0,0.0,1.421
dhdl_modified_1422.xvg,0.0,0.0,1.422
dhdl_modified_1423.xvg,0.0,0.0,1.423
dhdl_modified_1424.xvg,0.0,0.0,1.424
dhdl_modified_1425.xvg,0.0,0.0,1.425
dhdl_modified_1426.xvg,0.0,0.0,1.426
dhdl_modified_1427.xvg,0.0,0.0,1.427
dhdl_modified_1428.xvg,0.0,0.0,1.428
dhdl_modified_1429.xvg,0.0,0.0,1.429
dhdl_modified_1430.xvg,0.0,0.0,1.43
dhdl_modified_1431.xvg,0.0,0.0,1.431
dhdl_modified_1432.xvg,0.0,0.0,1.432
dhdl_modified_1433.xvg,0.0,0.0,1.433
dhdl_modified_1434.xvg,0.0,0.0,1.434
dhdl_modified_1435.xvg,0.0,0.0,1.435
dhdl_modified_1436.xvg,0.0,0.0,1.436
dhdl_modified_1437.xvg,0.0,0.0,1.437
dhdl_modified_1438.xvg,0.0,0.0,1.438
dhdl_modified_1439.xvg,0.0,0.0,1.439
dhdl_modified_1440.xvg,0.0,0.0,1.44
dhdl_modified_1441.xvg,0.0,0.0,1.441
dhdl_modified_1442.xvg,0.0,0.0,1.442
dhdl_modified_1443.xvg,0.0,0.0,1.443
dhdl_modified_1444.xvg,0.0,0.0,1.444
dhdl_modified_1445.xvg,0.0,0.0,1.445
dhdl_modified_1446.xvg,0.0,0.0,1.446
dhdl_modified_1447.xvg,0.0,0.0,1.447
dhdl_modified_1448.xvg,0.0,0.0,1.448
dhdl_modified_1449.xvg,0.0,0.0,1.449
dhdl_modified_1450.xvg,0.0,0.0,1.45
dhdl_modified_1451.xvg,0.0,0.0,1.451
dhdl_modified_1452.xvg,0.0,0.0,1.452
dhdl_modified_1453.xvg,0.0,0.0,1.453
dhdl_modified_1454.xvg,0.0,0.0,1.454
dhdl_modified_1455.xvg,0.0,0.0,1.455
dhdl_modified_1456.xvg,0.0,0.0,1.456
dhdl_modified_1457.xvg,0.0,0.0,1.457
dhdl_modified_1458.xvg,0.0,0.0,1.458
dhdl_modified_1459.xvg,0.0,0.0,1.459
dhdl_modified_1460.xvg,0.0,0.0,1.46
dhdl_modified_1461.xvg,0.0,0.0,1.461
dhdl_modified_1462.xvg,0.0,0.0,1.462
dhdl_modified_1463.xvg,0.0,0.0,1.463
dhdl_modified_1464.xvg,0.0,0.0,1.464
dhdl_modified_1465.xvg,0.0,0.0,1.465
dhdl_modified_1466.xvg,0.0,0.0,1.466
dhdl_modified_1467.xvg,0.0,0.0,1.467
dhdl_modified_1468.xvg,0.0,0.0,1.468
dhdl_modified_1469.xvg,0.0,0.0,1.469
dhdl_modified_1470.xvg,0.0,0.0,1.47
dhdl_modified_1471.xvg,0.0,0.0,1.471
dhdl_modified_1472.xvg,0.0,0.0,1.472
dhdl_modified_1473.xvg,0.0,0.0,1.473
dhdl_modified_1474.xvg,0.0,0.0,1.474
dhdl_modified_1475.xvg,0.0,0.0,1.475
dhdl_modified_1476.xvg,0.0,0.0,1.476
dhdl_modified_1477.xvg,0.0,0.0,1.477
dhdl_modified_1478.xvg,0.0,0.0,1.478
dhdl_modified_1479.xvg,0.0,0.0,1.479
dhdl_modified_1480.xvg,0.0,0.0,1.48
dhdl_modified_1481.xvg,0.0,0.0,1.481
dhdl_modified_1482.xvg,0.0,0.0,1.482
dhdl_modified_1483.xvg,0.0,0.0,1.483
dhdl_modified_1484.xvg,0.0,0.0,1.484
dhdl_modified_1485.xvg,0.0,0.0,1.485
dhdl_modified_1486.xvg,0.0,0.0,1.486
dhdl_modified_1487.xvg,0.0,0.0,1.487
dhdl_modified_1488.xvg,0.0,0.0,1.488
dhdl_modified_1489.xvg,0.0,0.0,1.489
dhdl_modified_1490.xvg,0.0,0.0,1.49
dhdl_modified_1491.xvg,0.0,0.0,1.491
dhdl_modified_1492.xvg,0.0,0.0,1.492
dhdl_modified_1493.xvg,0.0,0.0,1.493
dhdl_modified_1494.xvg,0.0,0.0,1.494
dhdl_modified_1495.xvg,0.0,0.0,1.495
dhdl_modified_1496.xvg,0.0,0.0,1.496
dhdl_modified_1497.xvg,0.0,0.0,1.497
dhdl_modified_1498.xvg,0.0,0.0,1.498
dhdl_modified_1499.xvg,0.0,0.0,1.499
dhdl_modified_1500.xvg,0.0,0.0,1.5
dhdl_modified_1501.xvg,0.0,0.0,1.501
dhdl_modified_1502.xvg,0.0,0.0,1.502
dhdl_modified_1503.xvg,0.0,0.0,1.503
dhdl_modified_1504.xvg,0.0,0.0,1.504
dhdl_modified_1505.xvg,0.0,0.0,1.505
dhdl_modified_1506.xvg,0.0,0.0,1.506
dhdl_modified_1507.xvg,0.0,0.0,1.507
dhdl_modified_1508.xvg,0.0,0.0,1.508
dhdl_modified_1509.xvg,0.0,0.0,1.509
dhdl_modified_1510.xvg,0.0,0.0,1.51
dhdl_modified_1511.xvg,0.0,0.0,1.511
dhdl_modified_1512.xvg,0.0,0.0,1.512
dhdl_modified_1513.xvg,0.0,0.0,1.513
dhdl_modified_1514.xvg,0.0,0.0,1.514
dhdl_modified_1515.xvg,0.0,0.0,1.515
dhdl_modified_1516.xvg,0.0,0.0,1.516
dhdl_modified_1517.xvg,0.0,0.0,1.517
dhdl_modified_1518.xvg,0.0,0.0,1.518
dhdl_modified_1519.xvg,0.0,0.0,1.519
dhdl_modified_1520.xvg,0.0,0.0,1.52
dhdl_modified_1521.xvg,0.0,0.0,1.521
dhdl_modified_1522.xvg,0.0,0.0,1.522
dhdl_modified_1523.xvg,0.0,0.0,1.523
dhdl_modified_1524.xvg,0.0,0.0,1.524
dhdl_modified_1525.xvg,0.0,0.0,1.525
dhdl_modified_1526.xvg,0.0,0.0,1.526
dhdl_modified_1527.xvg,0.0,0.0,1.527
dhdl_modified_1528.xvg,0.0,0.0,1.528
dhdl_modified_1529.xvg,0.0,0.0,1.529
dhdl_modified_1530.xvg,0.0,0.0,1.53
dhdl_modified_1531.xvg,0.0,0.0,1.531
dhdl_modified_1532.xvg,0.0,0.0,1.532
dhdl_modified_1533.xvg,0.0,0.0,1.533
dhdl_modified_1534.xvg,0.0,0.0,1.534
dhdl_modified_1535.xvg,0.0,0.0,1.535
dhdl_modified_1536.xvg,0.0,0.0,1.536
dhdl_modified_1537.xvg,0.0,0.0,1.537
dhdl_modified_1538.xvg,0.0,0.0,1.538
dhdl_modified_1539.xvg,0.0,0.0,1.539
dhdl_modified_1540.xvg,0.0,0.0,1.54
dhdl_modified_1541.xvg,0.0,0.0,1.541
dhdl_modified_1542.xvg,0.0,0.0,1.542
dhdl_modified_1543.xvg,0.0,0.0,1.543
dhdl_modified_1544.xvg,0.0,0.0,1.544
dhdl_modified_1545.xvg,0.0,0.0,1.545
dhdl_modified_1546.xvg,0.0,0.0,1.546
dhdl_modified_1547.xvg,0.0,0.0,1.547
dhdl_modified_1548.xvg,0.0,0.0,1.548
dhdl_modified_1549.xvg,0.0,0.0,1.549
dhdl_modified_1550.xvg,0.0,0.0,1.55
dhdl_modified_1551.xvg,0.0,0.0,1.551
dhdl_modified_1552.xvg,0.0,0.0,1.552
dhdl_modified_1553.xvg,0.0,0.0,1.553
dhdl_modified_1554.xvg,0.0,0.0,1.554
