file/replicate,TI endpoint difference,TI error,MBAR endpoint difference,MBAR error,BAR endpoint difference,BAR error
sim_8_75_8_force_switch_analysis.log,4.0556416697313695,0.1544827693680957,3.9315846603094453,0.019770331013506903,3.9261404830241005,0.019770331013506903
sim_2_75_8_force_switch_analysis.log,4.000909155941114,0.14873715583765534,3.8852103854117015,0.013954572310280088,3.8810232181901068,0.013954572310280088
sim_9_75_8_force_switch_analysis.log,3.8754408667889795,0.14296891134428374,3.8959472814532443,0.01395805103725987,3.8926211139294598,0.01395805103725987
sim_5_75_8_force_switch_analysis.log,3.795730826276988,0.14943513084630186,3.934338770818151,0.013963194118008733,3.92829208961502,0.013963194118008733
sim_7_75_8_force_switch_analysis.log,4.037206550285194,0.14391580788453548,3.9713799456840846,0.013957921726215145,3.9681864798907625,0.013957921726215145
sim_0_75_8_force_switch_analysis.log,3.829639039263651,0.1559804272482778,3.885100273650451,0.013967852550549015,3.8837533565045805,0.013967852550549015
sim_1_75_8_force_switch_analysis.log,3.856527067349693,0.16077784590410887,3.8807998669961545,0.015234050310174963,3.8749428848515586,0.015234050310174963
sim_6_75_8_force_switch_analysis.log,3.9099491561734006,0.14505623528414244,3.9609275492602443,0.013960466120767618,3.953336067002178,0.013960466120767618
sim_4_75_8_force_switch_analysis.log,4.010517062306875,0.15053883129890927,3.9448646850662215,0.013989205830357617,3.9349092417179747,0.013989205830357617
sim_3_75_8_force_switch_analysis.log,4.061558953872699,0.15477331793577903,3.9274285048025863,0.013983451701078009,3.9207674449777907,0.013983451701078009
