file/replicate,TI endpoint difference,TI error,MBAR endpoint difference,MBAR error,BAR endpoint difference,BAR error
sim_7_75_8_switch-potential-switch_analysis.log,3.2638229149427724,0.13769467649961215,3.50904274837937,0.013656078941506855,3.5038914171259714,0.013656078941506855
sim_4_75_8_switch-potential-switch_analysis.log,3.5681717284609302,0.1415593552061316,3.451676507244118,0.013688163943230492,3.439914351544158,0.013688163943230492
sim_3_75_8_switch-potential-switch_analysis.log,3.6918474275622906,0.13535794021826347,3.478884754174869,0.013683816061871511,3.4713726762997346,0.013683816061871511
sim_8_75_8_switch-potential-switch_analysis.log,3.229849976775621,0.1451439736239001,3.4363905250260256,0.013689382872967878,3.4376101828267007,0.013689382872967878
sim_1_75_8_switch-potential-switch_analysis.log,3.4134837725569573,0.13757745984654932,3.4764046405039064,0.0136604145575786,3.4750573829809706,0.0136604145575786
sim_5_75_8_switch-potential-switch_analysis.log,3.6716878163044226,0.1491442124656066,3.508902159110603,0.013677737332667179,3.5081612401266993,0.013677737332667179
sim_6_75_8_switch-potential-switch_analysis.log,3.595559276663951,0.1347773219949441,3.4971819414987646,0.01366203136313681,3.492064960234571,0.01366203136313681
sim_2_75_8_switch-potential-switch_analysis.log,3.683499873324455,0.13741209119945402,3.4991449412952615,0.013669889322774699,3.487715796588951,0.013669889322774699
sim_0_75_8_switch-potential-switch_analysis.log,3.4315502422374697,0.13640735239648108,3.4475425713406107,0.013673260382388409,3.442210668001705,0.013673260382388409
sim_9_75_8_switch-potential-switch_analysis.log,3.607406768137179,0.13955121562140332,3.520833223654405,0.013662331666102123,3.5109567992693496,0.013662331666102123
