Filename,Time (ps),LJ Energy (kJ/mol)
dhdl_modified_563.xvg,0.000000,923.468750
dhdl_modified_564.xvg,0.000000,903.493713
dhdl_modified_565.xvg,0.000000,883.975891
dhdl_modified_566.xvg,0.000000,864.906677
dhdl_modified_567.xvg,0.000000,846.272766
dhdl_modified_568.xvg,0.000000,828.062073
dhdl_modified_569.xvg,0.000000,810.267395
dhdl_modified_570.xvg,0.000000,792.877014
dhdl_modified_571.xvg,0.000000,775.880127
dhdl_modified_572.xvg,0.000000,759.269836
dhdl_modified_573.xvg,0.000000,743.034607
dhdl_modified_574.xvg,0.000000,727.165405
dhdl_modified_575.xvg,0.000000,711.654724
dhdl_modified_576.xvg,0.000000,696.492981
dhdl_modified_577.xvg,0.000000,681.671936
dhdl_modified_578.xvg,0.000000,667.182312
dhdl_modified_579.xvg,0.000000,653.018738
dhdl_modified_580.xvg,0.000000,639.170898
dhdl_modified_581.xvg,0.000000,625.633179
dhdl_modified_582.xvg,0.000000,612.395081
dhdl_modified_583.xvg,0.000000,599.453308
dhdl_modified_584.xvg,0.000000,586.799255
dhdl_modified_585.xvg,0.000000,574.425964
dhdl_modified_586.xvg,0.000000,562.326111
dhdl_modified_587.xvg,0.000000,550.492310
dhdl_modified_588.xvg,0.000000,538.922424
dhdl_modified_589.xvg,0.000000,527.606506
dhdl_modified_590.xvg,0.000000,516.539917
dhdl_modified_591.xvg,0.000000,505.716339
dhdl_modified_592.xvg,0.000000,495.129059
dhdl_modified_593.xvg,0.000000,484.775024
dhdl_modified_594.xvg,0.000000,474.647064
dhdl_modified_595.xvg,0.000000,464.740265
dhdl_modified_596.xvg,0.000000,455.048706
dhdl_modified_597.xvg,0.000000,445.569153
dhdl_modified_598.xvg,0.000000,436.295593
dhdl_modified_599.xvg,0.000000,427.223358
dhdl_modified_600.xvg,0.000000,418.347565
dhdl_modified_601.xvg,0.000000,409.663055
dhdl_modified_602.xvg,0.000000,401.166077
dhdl_modified_603.xvg,0.000000,392.853027
dhdl_modified_604.xvg,0.000000,384.719635
dhdl_modified_605.xvg,0.000000,376.760284
dhdl_modified_606.xvg,0.000000,368.971466
dhdl_modified_607.xvg,0.000000,361.350372
dhdl_modified_608.xvg,0.000000,353.892273
dhdl_modified_609.xvg,0.000000,346.593658
dhdl_modified_610.xvg,0.000000,339.449707
dhdl_modified_611.xvg,0.000000,332.459229
dhdl_modified_612.xvg,0.000000,325.617218
dhdl_modified_613.xvg,0.000000,318.920380
dhdl_modified_614.xvg,0.000000,312.366302
dhdl_modified_615.xvg,0.000000,305.949432
dhdl_modified_616.xvg,0.000000,299.669556
dhdl_modified_617.xvg,0.000000,293.522186
dhdl_modified_618.xvg,0.000000,287.504150
dhdl_modified_619.xvg,0.000000,281.612701
dhdl_modified_620.xvg,0.000000,275.845856
dhdl_modified_621.xvg,0.000000,270.199402
dhdl_modified_622.xvg,0.000000,264.671783
dhdl_modified_623.xvg,0.000000,259.259552
dhdl_modified_624.xvg,0.000000,253.960663
dhdl_modified_625.xvg,0.000000,248.772018
dhdl_modified_626.xvg,0.000000,243.691895
dhdl_modified_627.xvg,0.000000,238.717422
dhdl_modified_628.xvg,0.000000,233.846756
dhdl_modified_629.xvg,0.000000,229.076492
dhdl_modified_630.xvg,0.000000,224.405228
dhdl_modified_631.xvg,0.000000,219.830719
dhdl_modified_632.xvg,0.000000,215.350906
dhdl_modified_633.xvg,0.000000,210.963196
dhdl_modified_634.xvg,0.000000,206.666138
dhdl_modified_635.xvg,0.000000,202.457565
dhdl_modified_636.xvg,0.000000,198.335403
dhdl_modified_637.xvg,0.000000,194.297958
dhdl_modified_638.xvg,0.000000,190.342865
dhdl_modified_639.xvg,0.000000,186.469116
dhdl_modified_640.xvg,0.000000,182.674377
dhdl_modified_641.xvg,0.000000,178.957092
dhdl_modified_642.xvg,0.000000,175.315704
dhdl_modified_643.xvg,0.000000,171.747879
dhdl_modified_644.xvg,0.000000,168.253113
dhdl_modified_645.xvg,0.000000,164.829163
dhdl_modified_646.xvg,0.000000,161.474548
dhdl_modified_647.xvg,0.000000,158.187500
dhdl_modified_648.xvg,0.000000,154.967285
dhdl_modified_649.xvg,0.000000,151.811981
dhdl_modified_650.xvg,0.000000,148.720276
dhdl_modified_651.xvg,0.000000,145.690811
dhdl_modified_652.xvg,0.000000,142.722107
dhdl_modified_653.xvg,0.000000,139.813065
dhdl_modified_654.xvg,0.000000,136.962540
dhdl_modified_655.xvg,0.000000,134.168961
dhdl_modified_656.xvg,0.000000,131.431030
dhdl_modified_657.xvg,0.000000,128.747864
dhdl_modified_658.xvg,0.000000,126.118484
dhdl_modified_659.xvg,0.000000,123.541138
dhdl_modified_660.xvg,0.000000,121.015251
dhdl_modified_661.xvg,0.000000,118.539284
dhdl_modified_662.xvg,0.000000,116.112701
dhdl_modified_663.xvg,0.000000,113.734070
dhdl_modified_664.xvg,0.000000,111.402466
dhdl_modified_665.xvg,0.000000,109.117050
dhdl_modified_666.xvg,0.000000,106.876602
dhdl_modified_667.xvg,0.000000,104.680504
dhdl_modified_668.xvg,0.000000,102.527512
dhdl_modified_669.xvg,0.000000,100.416824
dhdl_modified_670.xvg,0.000000,98.347473
dhdl_modified_671.xvg,0.000000,96.318855
dhdl_modified_672.xvg,0.000000,94.329857
dhdl_modified_673.xvg,0.000000,92.379814
dhdl_modified_674.xvg,0.000000,90.467911
dhdl_modified_675.xvg,0.000000,88.593132
dhdl_modified_676.xvg,0.000000,86.754997
dhdl_modified_677.xvg,0.000000,84.952782
dhdl_modified_678.xvg,0.000000,83.185356
dhdl_modified_679.xvg,0.000000,81.452446
dhdl_modified_680.xvg,0.000000,79.752869
dhdl_modified_681.xvg,0.000000,78.086304
dhdl_modified_682.xvg,0.000000,76.452164
dhdl_modified_683.xvg,0.000000,74.849388
dhdl_modified_684.xvg,0.000000,73.277596
dhdl_modified_685.xvg,0.000000,71.736038
dhdl_modified_686.xvg,0.000000,70.224098
dhdl_modified_687.xvg,0.000000,68.741348
dhdl_modified_688.xvg,0.000000,67.287025
dhdl_modified_689.xvg,0.000000,65.860451
dhdl_modified_690.xvg,0.000000,64.461304
dhdl_modified_691.xvg,0.000000,63.089008
dhdl_modified_692.xvg,0.000000,61.742855
dhdl_modified_693.xvg,0.000000,60.422344
dhdl_modified_694.xvg,0.000000,59.127010
dhdl_modified_695.xvg,0.000000,57.856384
dhdl_modified_696.xvg,0.000000,56.609901
dhdl_modified_697.xvg,0.000000,55.387115
dhdl_modified_698.xvg,0.000000,54.187382
dhdl_modified_699.xvg,0.000000,53.010498
dhdl_modified_700.xvg,0.000000,51.855934
dhdl_modified_701.xvg,0.000000,50.723156
dhdl_modified_702.xvg,0.000000,49.611824
dhdl_modified_703.xvg,0.000000,48.521259
dhdl_modified_704.xvg,0.000000,47.451427
dhdl_modified_705.xvg,0.000000,46.401707
dhdl_modified_706.xvg,0.000000,45.371632
dhdl_modified_707.xvg,0.000000,44.360844
dhdl_modified_708.xvg,0.000000,43.369186
dhdl_modified_709.xvg,0.000000,42.396107
dhdl_modified_710.xvg,0.000000,41.441113
dhdl_modified_711.xvg,0.000000,40.503986
dhdl_modified_712.xvg,0.000000,39.584335
dhdl_modified_713.xvg,0.000000,38.681870
dhdl_modified_714.xvg,0.000000,37.796211
dhdl_modified_715.xvg,0.000000,36.927082
dhdl_modified_716.xvg,0.000000,36.074085
dhdl_modified_717.xvg,0.000000,35.236893
dhdl_modified_718.xvg,0.000000,34.415260
dhdl_modified_719.xvg,0.000000,33.608845
dhdl_modified_720.xvg,0.000000,32.817295
dhdl_modified_721.xvg,0.000000,32.040401
dhdl_modified_722.xvg,0.000000,31.277925
dhdl_modified_723.xvg,0.000000,30.529541
dhdl_modified_724.xvg,0.000000,29.794790
dhdl_modified_725.xvg,0.000000,29.073652
dhdl_modified_726.xvg,0.000000,28.365744
dhdl_modified_727.xvg,0.000000,27.670868
dhdl_modified_728.xvg,0.000000,26.988733
dhdl_modified_729.xvg,0.000000,26.319157
dhdl_modified_730.xvg,0.000000,25.661751
dhdl_modified_731.xvg,0.000000,25.016405
dhdl_modified_732.xvg,0.000000,24.382866
dhdl_modified_733.xvg,0.000000,23.760906
dhdl_modified_734.xvg,0.000000,23.150230
dhdl_modified_735.xvg,0.000000,22.550737
dhdl_modified_736.xvg,0.000000,21.962132
dhdl_modified_737.xvg,0.000000,21.384224
dhdl_modified_738.xvg,0.000000,20.816833
dhdl_modified_739.xvg,0.000000,20.259697
dhdl_modified_740.xvg,0.000000,19.712690
dhdl_modified_741.xvg,0.000000,19.175579
dhdl_modified_742.xvg,0.000000,18.648178
dhdl_modified_743.xvg,0.000000,18.130327
dhdl_modified_744.xvg,0.000000,17.621794
dhdl_modified_745.xvg,0.000000,17.122478
dhdl_modified_746.xvg,0.000000,16.632145
dhdl_modified_747.xvg,0.000000,16.150606
dhdl_modified_748.xvg,0.000000,15.677785
dhdl_modified_749.xvg,0.000000,15.213400
dhdl_modified_750.xvg,0.000000,14.757390
dhdl_modified_751.xvg,0.000000,14.309538
dhdl_modified_752.xvg,0.000000,13.869759
dhdl_modified_753.xvg,0.000000,13.437839
dhdl_modified_754.xvg,0.000000,13.013580
dhdl_modified_755.xvg,0.000000,12.596966
dhdl_modified_756.xvg,0.000000,12.187767
dhdl_modified_757.xvg,0.000000,11.785877
dhdl_modified_758.xvg,0.000000,11.391106
dhdl_modified_759.xvg,0.000000,11.003397
dhdl_modified_760.xvg,0.000000,10.622564
dhdl_modified_761.xvg,0.000000,10.248539
dhdl_modified_762.xvg,0.000000,9.881164
dhdl_modified_763.xvg,0.000000,9.520236
dhdl_modified_764.xvg,0.000000,9.165731
dhdl_modified_765.xvg,0.000000,8.817551
dhdl_modified_766.xvg,0.000000,8.475493
dhdl_modified_767.xvg,0.000000,8.139477
dhdl_modified_768.xvg,0.000000,7.809406
dhdl_modified_769.xvg,0.000000,7.485148
dhdl_modified_770.xvg,0.000000,7.166639
dhdl_modified_771.xvg,0.000000,6.853716
dhdl_modified_772.xvg,0.000000,6.546301
dhdl_modified_773.xvg,0.000000,6.244266
dhdl_modified_774.xvg,0.000000,5.947583
dhdl_modified_775.xvg,0.000000,5.656102
dhdl_modified_776.xvg,0.000000,5.369723
dhdl_modified_777.xvg,0.000000,5.088386
dhdl_modified_778.xvg,0.000000,4.811950
dhdl_modified_779.xvg,0.000000,4.540352
dhdl_modified_780.xvg,0.000000,4.273560
dhdl_modified_781.xvg,0.000000,4.011345
dhdl_modified_782.xvg,0.000000,3.753758
dhdl_modified_783.xvg,0.000000,3.500655
dhdl_modified_784.xvg,0.000000,3.251964
dhdl_modified_785.xvg,0.000000,3.007617
dhdl_modified_786.xvg,0.000000,2.767496
dhdl_modified_787.xvg,0.000000,2.531581
dhdl_modified_788.xvg,0.000000,2.299738
dhdl_modified_789.xvg,0.000000,2.071943
dhdl_modified_790.xvg,0.000000,1.848092
dhdl_modified_791.xvg,0.000000,1.628114
dhdl_modified_792.xvg,0.000000,1.411968
dhdl_modified_793.xvg,0.000000,1.199567
dhdl_modified_794.xvg,0.000000,0.990839
dhdl_modified_795.xvg,0.000000,0.785693
dhdl_modified_796.xvg,0.000000,0.584125
dhdl_modified_797.xvg,0.000000,0.386008
dhdl_modified_798.xvg,0.000000,0.191339
dhdl_modified_799.xvg,0.000000,0.000019
dhdl_modified_800.xvg,0.000000,0.000000
dhdl_modified_801.xvg,0.000000,0.000000
dhdl_modified_802.xvg,0.000000,0.000000
dhdl_modified_803.xvg,0.000000,0.000000
dhdl_modified_804.xvg,0.000000,0.000000
dhdl_modified_805.xvg,0.000000,0.000000
dhdl_modified_806.xvg,0.000000,0.000000
dhdl_modified_807.xvg,0.000000,0.000000
dhdl_modified_808.xvg,0.000000,0.000000
dhdl_modified_809.xvg,0.000000,0.000000
dhdl_modified_810.xvg,0.000000,0.000000
dhdl_modified_811.xvg,0.000000,0.000000
dhdl_modified_812.xvg,0.000000,0.000000
dhdl_modified_813.xvg,0.000000,0.000000
dhdl_modified_814.xvg,0.000000,0.000000
dhdl_modified_815.xvg,0.000000,0.000000
dhdl_modified_816.xvg,0.000000,0.000000
dhdl_modified_817.xvg,0.000000,0.000000
dhdl_modified_818.xvg,0.000000,0.000000
dhdl_modified_819.xvg,0.000000,0.000000
dhdl_modified_820.xvg,0.000000,0.000000
dhdl_modified_821.xvg,0.000000,0.000000
dhdl_modified_822.xvg,0.000000,0.000000
dhdl_modified_823.xvg,0.000000,0.000000
dhdl_modified_824.xvg,0.000000,0.000000
dhdl_modified_825.xvg,0.000000,0.000000
dhdl_modified_826.xvg,0.000000,0.000000
dhdl_modified_827.xvg,0.000000,0.000000
dhdl_modified_828.xvg,0.000000,0.000000
dhdl_modified_829.xvg,0.000000,0.000000
dhdl_modified_830.xvg,0.000000,0.000000
dhdl_modified_831.xvg,0.000000,0.000000
dhdl_modified_832.xvg,0.000000,0.000000
dhdl_modified_833.xvg,0.000000,0.000000
dhdl_modified_834.xvg,0.000000,0.000000
dhdl_modified_835.xvg,0.000000,0.000000
dhdl_modified_836.xvg,0.000000,0.000000
dhdl_modified_837.xvg,0.000000,0.000000
dhdl_modified_838.xvg,0.000000,0.000000
dhdl_modified_839.xvg,0.000000,0.000000
dhdl_modified_840.xvg,0.000000,0.000000
dhdl_modified_841.xvg,0.000000,0.000000
dhdl_modified_842.xvg,0.000000,0.000000
dhdl_modified_843.xvg,0.000000,0.000000
dhdl_modified_844.xvg,0.000000,0.000000
dhdl_modified_845.xvg,0.000000,0.000000
dhdl_modified_846.xvg,0.000000,0.000000
dhdl_modified_847.xvg,0.000000,0.000000
dhdl_modified_848.xvg,0.000000,0.000000
dhdl_modified_849.xvg,0.000000,0.000000
dhdl_modified_850.xvg,0.000000,0.000000
dhdl_modified_851.xvg,0.000000,0.000000
dhdl_modified_852.xvg,0.000000,0.000000
dhdl_modified_853.xvg,0.000000,0.000000
dhdl_modified_854.xvg,0.000000,0.000000
dhdl_modified_855.xvg,0.000000,0.000000
dhdl_modified_856.xvg,0.000000,0.000000
dhdl_modified_857.xvg,0.000000,0.000000
dhdl_modified_858.xvg,0.000000,0.000000
dhdl_modified_859.xvg,0.000000,0.000000
dhdl_modified_860.xvg,0.000000,0.000000
dhdl_modified_861.xvg,0.000000,0.000000
dhdl_modified_862.xvg,0.000000,0.000000
dhdl_modified_863.xvg,0.000000,0.000000
dhdl_modified_864.xvg,0.000000,0.000000
dhdl_modified_865.xvg,0.000000,0.000000
dhdl_modified_866.xvg,0.000000,0.000000
dhdl_modified_867.xvg,0.000000,0.000000
dhdl_modified_868.xvg,0.000000,0.000000
dhdl_modified_869.xvg,0.000000,0.000000
dhdl_modified_870.xvg,0.000000,0.000000
dhdl_modified_871.xvg,0.000000,0.000000
dhdl_modified_872.xvg,0.000000,0.000000
dhdl_modified_873.xvg,0.000000,0.000000
dhdl_modified_874.xvg,0.000000,0.000000
dhdl_modified_875.xvg,0.000000,0.000000
dhdl_modified_876.xvg,0.000000,0.000000
dhdl_modified_877.xvg,0.000000,0.000000
dhdl_modified_878.xvg,0.000000,0.000000
dhdl_modified_879.xvg,0.000000,0.000000
dhdl_modified_880.xvg,0.000000,0.000000
dhdl_modified_881.xvg,0.000000,0.000000
dhdl_modified_882.xvg,0.000000,0.000000
dhdl_modified_883.xvg,0.000000,0.000000
dhdl_modified_884.xvg,0.000000,0.000000
dhdl_modified_885.xvg,0.000000,0.000000
dhdl_modified_886.xvg,0.000000,0.000000
dhdl_modified_887.xvg,0.000000,0.000000
dhdl_modified_888.xvg,0.000000,0.000000
dhdl_modified_889.xvg,0.000000,0.000000
dhdl_modified_890.xvg,0.000000,0.000000
dhdl_modified_891.xvg,0.000000,0.000000
dhdl_modified_892.xvg,0.000000,0.000000
dhdl_modified_893.xvg,0.000000,0.000000
dhdl_modified_894.xvg,0.000000,0.000000
dhdl_modified_895.xvg,0.000000,0.000000
dhdl_modified_896.xvg,0.000000,0.000000
dhdl_modified_897.xvg,0.000000,0.000000
dhdl_modified_898.xvg,0.000000,0.000000
dhdl_modified_899.xvg,0.000000,0.000000
dhdl_modified_900.xvg,0.000000,0.000000
dhdl_modified_901.xvg,0.000000,0.000000
dhdl_modified_902.xvg,0.000000,0.000000
dhdl_modified_903.xvg,0.000000,0.000000
dhdl_modified_904.xvg,0.000000,0.000000
dhdl_modified_905.xvg,0.000000,0.000000
dhdl_modified_906.xvg,0.000000,0.000000
dhdl_modified_907.xvg,0.000000,0.000000
dhdl_modified_908.xvg,0.000000,0.000000
dhdl_modified_909.xvg,0.000000,0.000000
dhdl_modified_910.xvg,0.000000,0.000000
dhdl_modified_911.xvg,0.000000,0.000000
dhdl_modified_912.xvg,0.000000,0.000000
dhdl_modified_913.xvg,0.000000,0.000000
dhdl_modified_914.xvg,0.000000,0.000000
dhdl_modified_915.xvg,0.000000,0.000000
dhdl_modified_916.xvg,0.000000,0.000000
dhdl_modified_917.xvg,0.000000,0.000000
dhdl_modified_918.xvg,0.000000,0.000000
dhdl_modified_919.xvg,0.000000,0.000000
dhdl_modified_920.xvg,0.000000,0.000000
dhdl_modified_921.xvg,0.000000,0.000000
dhdl_modified_922.xvg,0.000000,0.000000
dhdl_modified_923.xvg,0.000000,0.000000
dhdl_modified_924.xvg,0.000000,0.000000
dhdl_modified_925.xvg,0.000000,0.000000
dhdl_modified_926.xvg,0.000000,0.000000
dhdl_modified_927.xvg,0.000000,0.000000
dhdl_modified_928.xvg,0.000000,0.000000
dhdl_modified_929.xvg,0.000000,0.000000
dhdl_modified_930.xvg,0.000000,0.000000
dhdl_modified_931.xvg,0.000000,0.000000
dhdl_modified_932.xvg,0.000000,0.000000
dhdl_modified_933.xvg,0.000000,0.000000
dhdl_modified_934.xvg,0.000000,0.000000
dhdl_modified_935.xvg,0.000000,0.000000
dhdl_modified_936.xvg,0.000000,0.000000
dhdl_modified_937.xvg,0.000000,0.000000
dhdl_modified_938.xvg,0.000000,0.000000
dhdl_modified_939.xvg,0.000000,0.000000
dhdl_modified_940.xvg,0.000000,0.000000
dhdl_modified_941.xvg,0.000000,0.000000
dhdl_modified_942.xvg,0.000000,0.000000
dhdl_modified_943.xvg,0.000000,0.000000
dhdl_modified_944.xvg,0.000000,0.000000
dhdl_modified_945.xvg,0.000000,0.000000
dhdl_modified_946.xvg,0.000000,0.000000
dhdl_modified_947.xvg,0.000000,0.000000
dhdl_modified_948.xvg,0.000000,0.000000
dhdl_modified_949.xvg,0.000000,0.000000
