file/replicate,TI endpoint difference,TI error,MBAR endpoint difference,MBAR error,BAR endpoint difference,BAR error
sim_2_85_9_shift-force-switch_sim_2_analysis.log,3.958476277815012,0.13877000143196794,3.6613984452284907,0.013804784065977257,3.6495006026135464,0.013804784065977257
sim_7_85_9_shift-force-switch_sim_7_analysis.log,3.4824733052016894,0.1428740961144679,3.672935330494603,0.013783963784562316,3.6687109740063026,0.013783963784562316
sim_0_85_9_shift-force-switch_sim_0_analysis.log,3.5786400403537275,0.140397548881289,3.620547945950946,0.013798021253581195,3.620638845265112,0.013798021253581195
sim_5_85_9_shift-force-switch_sim_5_analysis.log,3.5210955342018635,0.14328492128822495,3.6377688382849396,0.013812369545823563,3.631633468021018,0.013812369545823563
sim_4_85_9_shift-force-switch_sim_4_analysis.log,3.66259522783024,0.14077747530991142,3.693126950887571,0.01378879051870179,3.6818764403994844,0.01378879051870179
sim_8_85_9_shift-force-switch_sim_8_analysis.log,3.9376801114557436,0.13853838081923986,3.7514266369147418,0.013779669786536154,3.741796112903253,0.013779669786536154
sim_3_85_9_shift-force-switch_sim_3_analysis.log,3.7985109307548224,0.15092218565024118,3.6755541313228655,0.013801524298293991,3.6724443857628186,0.013801524298293991
sim_9_85_9_shift-force-switch_sim_9_analysis.log,3.676145177267827,0.14355513968016267,3.640676426137759,0.013777314408952945,3.6339441550190363,0.013777314408952945
sim_6_85_9_shift-force-switch_sim_6_analysis.log,3.7325556362213677,0.14299040663418544,3.6919377138792697,0.013785432381088718,3.6843226104946836,0.013785432381088718
sim_1_85_9_shift-force-switch_sim_1_analysis.log,3.697026040792265,0.13834660675824625,3.6804102775588703,0.013785487411246071,3.6747220976831496,0.013785487411246071
