file/replicate,TI endpoint difference,TI error,MBAR endpoint difference,MBAR error,BAR endpoint difference,BAR error
sim_0_85_9_switch-potential-switch_sim_0_analysis.log,3.5085216568729,0.1406477563649372,3.407049603733091,0.01368858125806669,3.3925400276800093,0.01368858125806669
sim_2_85_9_switch-potential-switch_sim_2_analysis.log,3.2049539538329936,0.13958398524544896,3.4548070387733727,0.013669596540962382,3.450132865405934,0.013669596540962382
sim_8_85_9_switch-potential-switch_sim_8_analysis.log,3.510776614548388,0.14373395166832442,3.4703586373021427,0.013669475508530314,3.467383551154996,0.013669475508530314
sim_1_85_9_switch-potential-switch_sim_1_analysis.log,3.51404281964606,0.13833314981477898,3.469416356688031,0.013671035950293408,3.4675930585091534,0.013671035950293408
sim_7_85_9_switch-potential-switch_sim_7_analysis.log,3.583660248641027,0.14205659188789144,3.4687554799526357,0.013669081076806942,3.4669260901889944,0.013669081076806942
sim_6_85_9_switch-potential-switch_sim_6_analysis.log,3.484139494263152,0.13637713942658905,3.4618559038116548,0.01366317744597064,3.4545392866447724,0.01366317744597064
sim_4_85_9_switch-potential-switch_sim_4_analysis.log,3.381676095438105,0.14495430917511243,3.3945292691280304,0.013698893868733283,3.3925716221550637,0.013698893868733283
sim_3_85_9_switch-potential-switch_sim_3_analysis.log,3.2528394079229646,0.14189989439921402,3.4273144482016757,0.01367885794999053,3.4247582680552844,0.01367885794999053
sim_5_85_9_switch-potential-switch_sim_5_analysis.log,3.4588150101966826,0.1397913345793469,3.4243344957627837,0.013681554891709415,3.4148567177211175,0.013681554891709415
sim_9_85_9_switch-potential-switch_sim_9_analysis.log,3.2507081600539713,0.13514436378889924,3.484182228688555,0.013651569059245108,3.4848118068118583,0.013651569059245108
