file/replicate,TI endpoint difference,TI error,MBAR endpoint difference,MBAR error,BAR endpoint difference,BAR error
sim_2_85_9_shift-force-switch_sim_2_analysis.log,3.712668987523019,0.14711649543455227,3.7318071695839503,0.013818319598257025,3.7214528009652765,0.013818319598257025
sim_7_85_9_shift-force-switch_sim_7_analysis.log,3.6655967963026956,0.14865192266503957,3.719164476355539,0.013816535369381822,3.7164406903966087,0.013816535369381822
sim_0_85_9_shift-force-switch_sim_0_analysis.log,4.187571756004211,0.14018657464881762,3.747236497027405,0.013816934441246567,3.743815839938666,0.013816934441246567
sim_5_85_9_shift-force-switch_sim_5_analysis.log,4.098314758922946,0.14855577593692496,3.7616810771194444,0.013793457545290863,3.7589866861212133,0.013793457545290863
sim_4_85_9_shift-force-switch_sim_4_analysis.log,3.7376035165170487,0.19300337054020691,3.774310320190242,0.018598966538010627,3.7696685374841863,0.018598966538010627
sim_8_85_9_shift-force-switch_sim_8_analysis.log,3.6219157687217427,0.14085760882240728,3.6988971270878235,0.013801545248605444,3.6935366360919133,0.013801545248605444
sim_3_85_9_shift-force-switch_sim_3_analysis.log,3.874303698126753,0.1468668991888816,3.7514999926346793,0.013817038710528478,3.7415996884378266,0.013817038710528478
sim_9_85_9_shift-force-switch_sim_9_analysis.log,3.7199689861634386,0.14275995558471413,3.7230960549061436,0.013820216570079327,3.7185637538856655,0.013820216570079327
sim_6_85_9_shift-force-switch_sim_6_analysis.log,3.8692393013301194,0.14447717575487065,3.7438422298896405,0.013827627547917429,3.733421940256061,0.013827627547917429
sim_1_85_9_shift-force-switch_sim_1_analysis.log,3.9647837755973643,0.14072097470501435,3.7362917244642233,0.013809277816734552,3.7292457950960243,0.013809277816734552
