file/replicate,TI endpoint difference,TI error,MBAR endpoint difference,MBAR error,BAR endpoint difference,BAR error
sim_0_9_1_switch-potential-switch_sim_0_analysis.log,3.4653026183499587,0.1396677866988657,3.3848725398792414,0.013691656547539415,3.3776959563275883,0.013691656547539415
sim_6_9_1_switch-potential-switch_sim_6_analysis.log,3.519836265561322,0.13731561835379116,3.495620708672094,0.013664466439236439,3.493116076273686,0.013664466439236439
sim_2_9_1_switch-potential-switch_sim_2_analysis.log,3.346599332389374,0.14266930273476733,3.5140891570496375,0.013664205831153131,3.508905887580251,0.013664205831153131
sim_7_9_1_switch-potential-switch_sim_7_analysis.log,3.534858841977714,0.13787854895478627,3.4583514998742704,0.013670355136083938,3.449327707482264,0.013670355136083938
sim_3_9_1_switch-potential-switch_sim_3_analysis.log,3.5068136449810163,0.14329716465608985,3.4464577982486144,0.013669270208303672,3.4417068868599783,0.013669270208303672
sim_5_9_1_switch-potential-switch_sim_5_analysis.log,3.60341157472743,0.1397428387447187,3.437367977916507,0.013666188138131582,3.4259597355761517,0.013666188138131582
sim_1_9_1_switch-potential-switch_sim_1_analysis.log,3.676446346567252,0.14106334119676375,3.419743566491606,0.013682819888685244,3.414466043608326,0.013682819888685244
sim_9_9_1_switch-potential-switch_sim_9_analysis.log,3.2887118302942335,0.1393140530728552,3.4229381771775724,0.013660606577332967,3.4164001581215633,0.013660606577332967
sim_4_9_1_switch-potential-switch_sim_4_analysis.log,3.4922996255138106,0.13639355776210726,3.4657588570517444,0.013655200469119699,3.458490289855833,0.013655200469119699
sim_8_9_1_switch-potential-switch_sim_8_analysis.log,3.4665934044126097,0.1364699906783313,3.485990288824878,0.013651620290321522,3.4800602723102636,0.013651620290321522
