file/replicate,TI endpoint difference,TI error,MBAR endpoint difference,MBAR error,BAR endpoint difference,BAR error
sim_1_95_1_shift-force_switch_sim_1_analysis.log,3.064449134405171,0.17024663791561218,3.477717049493828,0.01588330711129387,3.465185922746105,0.01588330711129387
sim_5_95_1_shift-force_switch_sim_5_analysis.log,3.5030015711250106,0.13825572884409387,3.6032210365623385,0.01373681262892569,3.5936326866697614,0.01373681262892569
sim_7_95_1_shift-force_switch_sim_7_analysis.log,3.445703227070504,0.14466670749241206,3.5497577242727427,0.013729569852204896,3.543223200834044,0.013729569852204896
sim_4_95_1_shift-force_switch_sim_4_analysis.log,3.5050080079948853,0.16157019865313269,3.5260632399998943,0.014940413845274518,3.519279567553392,0.014940413845274518
sim_3_95_1_shift-force_switch_sim_3_analysis.log,3.5853507866521235,0.1393799924357323,3.6100496802789745,0.013708549335458365,3.600948866898901,0.013708549335458365
sim_8_95_1_shift-force_switch_sim_8_analysis.log,3.871349466278572,0.1353961435203156,3.5968364609371566,0.013713296336604328,3.5881928173448445,0.013713296336604328
sim_0_95_1_shift-force_switch_sim_0_analysis.log,3.861512871832834,0.13435455081035058,3.5900273830839584,0.013721170711514965,3.5847260198156032,0.013721170711514965
sim_9_95_1_shift-force_switch_sim_9_analysis.log,3.3603175879564966,0.14262515941655068,3.548168132318123,0.013746834418857802,3.542342128262224,0.013746834418857802
sim_6_95_1_shift-force_switch_sim_6_analysis.log,3.822405172130024,0.13893459417994308,3.6058498782194643,0.01372029413392434,3.5980685140975925,0.01372029413392434
sim_2_95_1_shift-force_switch_sim_2_analysis.log,3.9616523661857745,0.1634341741674011,3.5866469747254985,0.015901927822113998,3.5796488826470725,0.015901927822113998
